example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed
5812,"{""choices"": ""[\""Thriving and happy\"", \""Affluent and joyful\"", \""Successful and content\"", \""Healthy and relaxed\"", \""Wealthy and adventurous\"", \""Rich and carefree\"", \""Prosperous and peaceful\""]"", ""correct_choice"": ""F"", ""question"": ""In the video, judging by the text on the video screen and the voice of the video protagonist, why does the video protagonist think that the characters live long in the life they created?"", ""video_id"": ""BV1mfuUeKEz6""}",BV1mfuUeKEz6,"In the video, judging by the text on the video screen and the voice of the video protagonist, why does the video protagonist think that the characters live long in the life they created?","[""Thriving and happy"", ""Affluent and joyful"", ""Successful and content"", ""Healthy and relaxed"", ""Wealthy and adventurous"", ""Rich and carefree"", ""Prosperous and peaceful""]",Electonic/Social Gaming / Entity Cognition,F,C,C,0.0,0.0,tie,prob_margin,0.15,lt,0.17894533276557922,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,5812,case1_high_confidence,25,7571,0.6242579156,30,12128,2026
3164,"{""choices"": ""[\""slippers\"", \""boots\"", \""sneakers\"", \""sandals\"", \""barefoot\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, when the protagonist is raking the ground with a rake, what kind of shoes is the protagonist wearing?"", ""video_id"": ""BV1L54y1n7hp""}",BV1L54y1n7hp,"In the video, when the protagonist is raking the ground with a rake, what kind of shoes is the protagonist wearing?","[""slippers"", ""boots"", ""sneakers"", ""sandals"", ""barefoot""]",Life Record / Entity Perception,B,B,B,1.0,1.0,tie,prob_margin,0.15,lt,0.45921558141708374,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,3164,case1_high_confidence,26,7571,0.6242579156,30,12128,2026
32,"{""choices"": ""[\""2 and 4\"", \""2 and 3\"", \""3 and 4\"", \""1 and 3\"", \""1 and 2\"", \""1 and 4\""]"", ""correct_choice"": ""E"", ""question"": ""In the following statements in the video, when the protagonist drags the second frame, what happens on the screen? Which option is correct? 1. The progress bar moves forward, 2. A red ring appears on the screen, 3. The screen goes black, 4. The progress bar moves backward"", ""video_id"": ""-tpms_BbjHA""}",-tpms_BbjHA,"In the following statements in the video, when the protagonist drags the second frame, what happens on the screen? Which option is correct? 1. The progress bar moves forward, 2. A red ring appears on the screen, 3. The screen goes black, 4. The progress bar moves backward","[""2 and 4"", ""2 and 3"", ""3 and 4"", ""1 and 3"", ""1 and 2"", ""1 and 4""]",GUI / Hallucination,E,E,E,1.0,1.0,tie,prob_margin,0.15,lt,0.510026752948761,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,32,case1_high_confidence,27,7571,0.6242579156,30,12128,2026
8105,"{""choices"": ""[\""Pushing a large rock\"", \""Throwing concrete pieces on the ground\"", \""Stacking bricks for stability\"", \""Hitting the wall with stones\"", \""Drilling a hole into the wall\"", \""Breaking a brick with a hammer\"", \""Climbing the wall with a rope\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, when the firefighter on the stone is using the machine diamond head, what is the firefighter on the left doing?"", ""video_id"": ""Jkgh_P2uz-g""}",Jkgh_P2uz-g,"In the video, when the firefighter on the stone is using the machine diamond head, what is the firefighter on the left doing?","[""Pushing a large rock"", ""Throwing concrete pieces on the ground"", ""Stacking bricks for stability"", ""Hitting the wall with stones"", ""Drilling a hole into the wall"", ""Breaking a brick with a hammer"", ""Climbing the wall with a rope""]",Security & Health / Event Perception,D,E,E,0.0,0.0,tie,prob_margin,0.15,lt,0.8501799833029509,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,8105,case1_high_confidence,28,7571,0.6242579156,30,12128,2026
1041,"{""choices"": ""[\""In the valley of the Appalachian Mountains\"", \""On the edge of the Piedmont Plateau\"", \""Within the heart of the Appalachian Highlands\"", \""Near the Great Smoky Mountain National Park\"", \""In the foothills of the Blue Ridge Mountains\"", \""Adjacent to the Pisgah National Forest\"", \""By the banks of the French Broad River\"", \""At the base of Mount Mitchell\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, the protagonist mentioned Asheville, ranked 47th. Where is Asheville, ranked 47th, located in the United States?"", ""video_id"": ""AneAgyUxBsg""}",AneAgyUxBsg,"In the video, the protagonist mentioned Asheville, ranked 47th. Where is Asheville, ranked 47th, located in the United States?","[""In the valley of the Appalachian Mountains"", ""On the edge of the Piedmont Plateau"", ""Within the heart of the Appalachian Highlands"", ""Near the Great Smoky Mountain National Park"", ""In the foothills of the Blue Ridge Mountains"", ""Adjacent to the Pisgah National Forest"", ""By the banks of the French Broad River"", ""At the base of Mount Mitchell""]",Life Record / Entity Cognition,E,D,D,0.0,0.0,tie,prob_margin,0.15,lt,0.47993746399879456,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,1041,case1_high_confidence,29,7571,0.6242579156,30,12128,2026
2224,"{""choices"": ""[\""The protagonist of the video bought the Angel Chicken Steak, but it was much smaller in portion than the ordinary chicken steak\"", \""The protagonist of the video bought the Angel Chicken Steak, but it was extremely chewy compared to the ordinary chicken steak\"", \""The protagonist of the video bought the Angel Chicken Steak, but it was not cooked properly, unlike the ordinary chicken steak\"", \""The protagonist of the video bought the Angel Chicken Steak, but it was recommended to be eaten with sweet chili sauce, unlike the ordinary chicken steak\"", \""The protagonist of the video bought the Angel Chicken Steak, but it was surprisingly spicy compared to the ordinary chicken steak\"", \""The protagonist of the video bought the Angel Chicken Steak, but it tasted no different from the ordinary chicken steak\"", \""The protagonist of the video bought the Angel Chicken Steak, but it had an overwhelming garlic flavor unlike the ordinary chicken steak\""]"", ""correct_choice"": ""F"", ""question"": ""Did the protagonist in the video manage to buy the Angel Chicken Steak?"", ""video_id"": ""BV1BJ4m1w7zn""}",BV1BJ4m1w7zn,Did the protagonist in the video manage to buy the Angel Chicken Steak?,"[""The protagonist of the video bought the Angel Chicken Steak, but it was much smaller in portion than the ordinary chicken steak"", ""The protagonist of the video bought the Angel Chicken Steak, but it was extremely chewy compared to the ordinary chicken steak"", ""The protagonist of the video bought the Angel Chicken Steak, but it was not cooked properly, unlike the ordinary chicken steak"", ""The protagonist of the video bought the Angel Chicken Steak, but it was recommended to be eaten with sweet chili sauce, unlike the ordinary chicken steak"", ""The protagonist of the video bought the Angel Chicken Steak, but it was surprisingly spicy compared to the ordinary chicken steak"", ""The protagonist of the video bought the Angel Chicken Steak, but it tasted no different from the ordinary chicken steak"", ""The protagonist of the video bought the Angel Chicken Steak, but it had an overwhelming garlic flavor unlike the ordinary chicken steak""]",Life Record / Event Cognition,F,A,A,0.0,0.0,tie,prob_margin,0.15,lt,0.1414894461631775,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,2224,case2_low_confidence_agree,0,2365,0.1950032982,30,12128,2026
6211,"{""choices"": ""[\""Eased\"", \""Ready\"", \""Eeady\"", \""Ended\"", \""Eager\"", \""Steady\"", \""Eddy\""]"", ""correct_choice"": ""C"", ""question"": ""When the width of the video becomes 65m, what is the text in the lower left corner of the screen?"", ""video_id"": ""BV1qK4y1b7zb""}",BV1qK4y1b7zb,"When the width of the video becomes 65m, what is the text in the lower left corner of the screen?","[""Eased"", ""Ready"", ""Eeady"", ""Ended"", ""Eager"", ""Steady"", ""Eddy""]",GUI / Text Perception,C,B,B,0.0,0.0,tie,prob_margin,0.15,lt,0.08528006076812744,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,6211,case2_low_confidence_agree,1,2365,0.1950032982,30,12128,2026
1951,"{""choices"": ""[\""15\"", \""10\"", \""16\"", \""14\"", \""17\"", \""18\"", \""12\"", \""20\""]"", ""correct_choice"": ""A"", ""question"": ""In the video, the female player placed several pairs of shoes in the cabinet at the entrance when building the villa."", ""video_id"": ""BV19DYxe6Ezs""}",BV19DYxe6Ezs,"In the video, the female player placed several pairs of shoes in the cabinet at the entrance when building the villa.","[""15"", ""10"", ""16"", ""14"", ""17"", ""18"", ""12"", ""20""]",Electonic/Social Gaming / Entity Perception,A,G,G,0.0,0.0,tie,prob_margin,0.15,lt,0.08079573512077332,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,1951,case2_low_confidence_agree,2,2365,0.1950032982,30,12128,2026
9398,"{""choices"": ""[\""Receive daily login bonuses\"", \""Receive bonus coins for expansion\"", \""Gain additional resource packs\"", \""Earn special character skins\"", \""Unlock new building structures\"", \""Gain development points for a game\"", \""Unlock advanced gameplay modes\""]"", ""correct_choice"": ""F"", ""question"": ""In the video, the blogger mentioned what will be gained when the manor develops to a certain scale"", ""video_id"": ""XLvqJVNS4zs""}",XLvqJVNS4zs,"In the video, the blogger mentioned what will be gained when the manor develops to a certain scale","[""Receive daily login bonuses"", ""Receive bonus coins for expansion"", ""Gain additional resource packs"", ""Earn special character skins"", ""Unlock new building structures"", ""Gain development points for a game"", ""Unlock advanced gameplay modes""]",Electonic/Social Gaming / Event Cognition,F,E,E,0.0,0.0,tie,prob_margin,0.15,lt,0.1148223876953125,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,9398,case2_low_confidence_agree,3,2365,0.1950032982,30,12128,2026
249,"{""choices"": ""[\""A bit exhausted\"", \""Quite worn out\"", \""Visibly struggling\"", \""Somewhat winded\"", \""Slightly fatigued\"", \""Barely awake\"", \""A little tired\""]"", ""correct_choice"": ""G"", ""question"": ""What is the mood of the protagonist in the video when doing kneeling push-ups?"", ""video_id"": ""2YpyuyREbLI""}",2YpyuyREbLI,What is the mood of the protagonist in the video when doing kneeling push-ups?,"[""A bit exhausted"", ""Quite worn out"", ""Visibly struggling"", ""Somewhat winded"", ""Slightly fatigued"", ""Barely awake"", ""A little tired""]",Sports & Exercise / Entity Cognition,G,G,G,1.0,1.0,tie,prob_margin,0.15,lt,0.10249926149845123,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,249,case2_low_confidence_agree,4,2365,0.1950032982,30,12128,2026
10282,"{""choices"": ""[\""ebony\"", \""slate\"", \""navy\"", \""black\"", \""charcoal\"", \""dark gray\"", \""deep purple\"", \""midnight blue\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, what color are the wings on the back of the second model?"", ""video_id"": ""fpMo-aLnEEc""}",fpMo-aLnEEc,"In the video, what color are the wings on the back of the second model?","[""ebony"", ""slate"", ""navy"", ""black"", ""charcoal"", ""dark gray"", ""deep purple"", ""midnight blue""]",Music & TV show / Entity Perception,D,G,G,0.0,0.0,tie,prob_margin,0.15,lt,0.05092400312423706,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,10282,case2_low_confidence_agree,5,2365,0.1950032982,30,12128,2026
6714,"{""choices"": ""[\""3 times\"", \""5 times\"", \""6 times\"", \""4 times\"", \""2 times\"", \""1 time\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, how many times did the instructor open the driver's door with his right hand?"", ""video_id"": ""BV1uM4y1y7Yb""}",BV1uM4y1y7Yb,"In the video, how many times did the instructor open the driver's door with his right hand?","[""3 times"", ""5 times"", ""6 times"", ""4 times"", ""2 times"", ""1 time""]",Instruction & Knowledge / Event Perception,E,E,E,1.0,1.0,tie,prob_margin,0.15,lt,0.0800471305847168,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,6714,case2_low_confidence_agree,6,2365,0.1950032982,30,12128,2026
4363,"{""choices"": ""[\""In the sports hall.\"", \""In the stadium.\"", \""On the field.\"", \""In the gym.\"", \""In the cafeteria.\"", \""In the auditorium.\"", \""On the beach.\"", \""In the classroom.\""]"", ""correct_choice"": ""D"", ""question"": ""Where are the athletes playing volleyball in the video?"", ""video_id"": ""BV1Wr421V7bz""}",BV1Wr421V7bz,Where are the athletes playing volleyball in the video?,"[""In the sports hall."", ""In the stadium."", ""On the field."", ""In the gym."", ""In the cafeteria."", ""In the auditorium."", ""On the beach."", ""In the classroom.""]",Sports & Exercise / Scene Perception,D,A,A,0.0,0.0,tie,prob_margin,0.15,lt,0.05587109923362732,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,4363,case2_low_confidence_agree,7,2365,0.1950032982,30,12128,2026
8379,"{""choices"": ""[\""Vegetable Stir Fry\"", \""Chicken Ramen\"", \""Pasta Primavera\"", \""Turkey Noodles\"", \""Spicy Curry\"", \""Beef Lasagna\"", \""Seafood Soup\""]"", ""correct_choice"": ""D"", ""question"": ""When the three women are talking in the video, what is placed in front of the woman on the left?"", ""video_id"": ""MBrjf4yiLaI""}",MBrjf4yiLaI,"When the three women are talking in the video, what is placed in front of the woman on the left?","[""Vegetable Stir Fry"", ""Chicken Ramen"", ""Pasta Primavera"", ""Turkey Noodles"", ""Spicy Curry"", ""Beef Lasagna"", ""Seafood Soup""]",Electonic/Social Gaming / Entity Perception,D,A,A,0.0,0.0,tie,prob_margin,0.15,lt,0.09649690985679626,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,8379,case2_low_confidence_agree,8,2365,0.1950032982,30,12128,2026
5333,"{""choices"": ""[\""2 only\"", \""1 and 2\"", \""2 and 3\"", \""1 only\"", \""3 only\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, the second ice cream packaging introduced by the protagonist is mainly composed of which color(s)? 1 blue 2 white 3 pink"", ""video_id"": ""BV1gbgWeBE92""}",BV1gbgWeBE92,"In the video, the second ice cream packaging introduced by the protagonist is mainly composed of which color(s)? 1 blue 2 white 3 pink","[""2 only"", ""1 and 2"", ""2 and 3"", ""1 only"", ""3 only""]",Life Record / Hallucination,B,C,C,0.0,0.0,tie,prob_margin,0.15,lt,0.10356077551841736,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,5333,case2_low_confidence_agree,9,2365,0.1950032982,30,12128,2026
7447,"{""choices"": ""[\""A row of lanterns\"", \""A line of street lamps\"", \""A chain of spotlights\"", \""A series of traffic lights\"", \""A row of candles\"", \""A row of hanging globes\"", \""A string of fairy lights\""]"", ""correct_choice"": ""A"", ""question"": ""In the video, after the protagonist opens the editing software LumaFusion on the tablet, what is displayed in the playback position in the upper right corner?"", ""video_id"": ""DKcL8Wsxj_E""}",DKcL8Wsxj_E,"In the video, after the protagonist opens the editing software LumaFusion on the tablet, what is displayed in the playback position in the upper right corner?","[""A row of lanterns"", ""A line of street lamps"", ""A chain of spotlights"", ""A series of traffic lights"", ""A row of candles"", ""A row of hanging globes"", ""A string of fairy lights""]",Instruction & Knowledge / Entity Perception,A,A,A,1.0,1.0,tie,prob_margin,0.15,lt,0.0804947018623352,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,7447,case2_low_confidence_agree,10,2365,0.1950032982,30,12128,2026
7638,"{""choices"": ""[\""Ten hours\"", \""Eight hours\"", \""Four hours\"", \""Six hours\"", \""Five hours\"", \""Seven hours\"", \""Nine hours\"", \""Twelve hours\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, how long does Shandong cuisine chef Hou Shu take to cook the soup?"", ""video_id"": ""F5IPXtk5OCk""}",F5IPXtk5OCk,"In the video, how long does Shandong cuisine chef Hou Shu take to cook the soup?","[""Ten hours"", ""Eight hours"", ""Four hours"", ""Six hours"", ""Five hours"", ""Seven hours"", ""Nine hours"", ""Twelve hours""]",Art & Culture / Time Cognition,B,H,H,0.0,0.0,tie,prob_margin,0.15,lt,0.09693637490272522,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,7638,case2_low_confidence_agree,11,2365,0.1950032982,30,12128,2026
7997,"{""choices"": ""[\""only 3\"", \""only 4\"", \""2 and 4\"", \""1 and 3\"", \""1 and 4\"", \""2 and 3\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, which of the following statements is correct when the chart first appears? 1. The white line is in the first row, 2. The white line is in the second row, 3. The bottom row is the yellow line, 4. The bottom line is the purple line"", ""video_id"": ""IXbMvJ5crMg""}",IXbMvJ5crMg,"In the video, which of the following statements is correct when the chart first appears? 1. The white line is in the first row, 2. The white line is in the second row, 3. The bottom row is the yellow line, 4. The bottom line is the purple line","[""only 3"", ""only 4"", ""2 and 4"", ""1 and 3"", ""1 and 4"", ""2 and 3""]",News / Hallucination,D,D,D,1.0,1.0,tie,prob_margin,0.15,lt,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,7997,case2_low_confidence_agree,12,2365,0.1950032982,30,12128,2026
10793,"{""choices"": ""[\""Six boxes\"", \""Five boxes\"", \""One box\"", \""Four boxes\"", \""Three boxes\"", \""Seven boxes\"", \""Two boxes\""]"", ""correct_choice"": ""G"", ""question"": ""In the video, how many game boxes did the protagonist pick out from a pile of game boxes?"", ""video_id"": ""lSDeo8H3aj0""}",lSDeo8H3aj0,"In the video, how many game boxes did the protagonist pick out from a pile of game boxes?","[""Six boxes"", ""Five boxes"", ""One box"", ""Four boxes"", ""Three boxes"", ""Seven boxes"", ""Two boxes""]",Embodied Expert / Event Perception,G,A,A,0.0,0.0,tie,prob_margin,0.15,lt,0.03825238347053528,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,10793,case2_low_confidence_agree,13,2365,0.1950032982,30,12128,2026
1613,"{""choices"": ""[\""Rotational blending and fusion\"", \""Rotational twist and stretching\"", \""Rotational mirroring and adjustment\"", \""Rotational flipping and scaling\"", \""Rotational tension and compression\"", \""Rotational distortion and extension\"", \""Rotational alignment and balance\""]"", ""correct_choice"": ""E"", ""question"": ""What did the blogger do with the imported tree image in the video?"", ""video_id"": ""BV16X4y147ZN""}",BV16X4y147ZN,What did the blogger do with the imported tree image in the video?,"[""Rotational blending and fusion"", ""Rotational twist and stretching"", ""Rotational mirroring and adjustment"", ""Rotational flipping and scaling"", ""Rotational tension and compression"", ""Rotational distortion and extension"", ""Rotational alignment and balance""]",GUI / Entity Perception,E,C,C,0.0,0.0,tie,prob_margin,0.15,lt,0.1227235198020935,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,1613,case2_low_confidence_agree,14,2365,0.1950032982,30,12128,2026
7265,"{""choices"": ""[\""Purple wins\"", \""Blue wins.\"", \""Orange wins\"", \""Yellow wins\"", \""Green wins\"", \""Red wins\""]"", ""correct_choice"": ""B"", ""question"": ""In the second battle in the video, which side wins?"", ""video_id"": ""BV1zR4y1L7dP""}",BV1zR4y1L7dP,"In the second battle in the video, which side wins?","[""Purple wins"", ""Blue wins."", ""Orange wins"", ""Yellow wins"", ""Green wins"", ""Red wins""]",Electonic/Social Gaming / Event Perception,B,C,C,0.0,0.0,tie,prob_margin,0.15,lt,0.02640269696712494,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,7265,case2_low_confidence_agree,15,2365,0.1950032982,30,12128,2026
1815,"{""choices"": ""[\""is skeptical\"", \""is curious\"", \""is incredulous\"", \""is shocked\"", \""is amused\"", \""is amazed\"", \""is indifferent\""]"", ""correct_choice"": ""D"", ""question"": ""What was Ruth's state of mind when she heard \""There are more than 3,000 coffee shops in the city\""?"", ""video_id"": ""BV18B4y1n7kF""}",BV18B4y1n7kF,"What was Ruth's state of mind when she heard ""There are more than 3,000 coffee shops in the city""?","[""is skeptical"", ""is curious"", ""is incredulous"", ""is shocked"", ""is amused"", ""is amazed"", ""is indifferent""]",Special Scenes / Entity Cognition,D,D,D,1.0,1.0,tie,prob_margin,0.15,lt,0.035164475440979004,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,1815,case2_low_confidence_agree,16,2365,0.1950032982,30,12128,2026
11716,"{""choices"": ""[\""In order to pay homage to the rich history of spices in Western cooking that fascinated the protagonist.\"", \""In order to contrast the usual cooking methods with an unconventional approach depicted by the protagonist.\"", \""In order to redefine the boundaries of taste through the protagonist's unique cooking techniques.\"", \""In order to experiment with new flavors that complement the protagonist's culinary style.\"", \""In order to highlight the protagonist's innovative use of spices in a classic dish.\"", \""In order to incorporate the personal creativity of the protagonist of the video into the delicious food this time.\"", \""In order to add a hint of mystery to the traditional recipe being prepared by the protagonist.\"", \""In order to bridge the cultural gap between Eastern and Western culinary traditions through the protagonist's cooking.\""]"", ""correct_choice"": ""F"", ""question"": ""In the video, why does the short-haired protagonist wearing a black short-sleeved shirt and a white apron use peppercorns to cook Western food?"", ""video_id"": ""wgLE8D-HIFI""}",wgLE8D-HIFI,"In the video, why does the short-haired protagonist wearing a black short-sleeved shirt and a white apron use peppercorns to cook Western food?","[""In order to pay homage to the rich history of spices in Western cooking that fascinated the protagonist."", ""In order to contrast the usual cooking methods with an unconventional approach depicted by the protagonist."", ""In order to redefine the boundaries of taste through the protagonist's unique cooking techniques."", ""In order to experiment with new flavors that complement the protagonist's culinary style."", ""In order to highlight the protagonist's innovative use of spices in a classic dish."", ""In order to incorporate the personal creativity of the protagonist of the video into the delicious food this time."", ""In order to add a hint of mystery to the traditional recipe being prepared by the protagonist."", ""In order to bridge the cultural gap between Eastern and Western culinary traditions through the protagonist's cooking.""]",Life Record / Entity Cognition,F,D,D,0.0,0.0,tie,prob_margin,0.15,lt,0.040398478507995605,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/fs224_lb18_rs36/1_0.csv,,11716,case2_low_confidence_agree,17,2365,0.1950032982,30,12128,2026
