example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed,sample_uid,fs224_mean_ms,fs224_median_ms,fs224_p90_ms,fs224_std_ms,fs224_repeats_ms,fs224_error,fs224_cache_build_ms_for_video,fs112_mean_ms,fs112_median_ms,fs112_p90_ms,fs112_std_ms,fs112_repeats_ms,fs112_error,fs112_cache_build_ms_for_video,verifier_mean_ms,verifier_median_ms,verifier_p90_ms,verifier_std_ms,verifier_repeats_ms,verifier_error
4,"{""choices"": ""[\""Headphones\"", \""Earrings\"", \""Glasses\"", \""Hearing aid\""]"", ""correct_choice"": ""B"", ""question"": ""What does the last present wear?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,What does the last present wear?,"[""Headphones"", ""Earrings"", ""Glasses"", ""Hearing aid""]","entity recognition, event understanding",B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7148730158805847,False,True,0.7148730158805847,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,4,case1_high_confidence,23,404,0.5466847091,30,739,2026,case1_high_confidence_23,153.4179683333908,153.97783300022638,153.97783300022638,0.7947689304734077,"[153.97783300022638, 153.98207399994135, 152.29399800000465]",,78268.75537799993,,,,,,,,,,,,,
547,"{""choices"": ""[\""ECONOMY\"", \""COLLAPSE\"", \""BASKETBALL\"", \""EARTHQUAKE\""]"", ""correct_choice"": ""D"", ""question"": ""What are the white words on the screen that change to Economy?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,What are the white words on the screen that change to Economy?,"[""ECONOMY"", ""COLLAPSE"", ""BASKETBALL"", ""EARTHQUAKE""]",key information retrieval,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.8321327790617943,False,True,0.8321327790617943,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,547,case1_high_confidence,24,404,0.5466847091,30,739,2026,case1_high_confidence_24,151.9379646666721,151.83060399999704,151.83060399999704,0.48903625658619965,"[151.83060399999704, 152.58332899998095, 151.39996100003827]",,71284.08338600001,,,,,,,,,,,,,
68,"{""choices"": ""[\""Broccoli\"", \""Fries\"", \""Meat\"", \""Hamburger\""]"", ""correct_choice"": ""A"", ""question"": ""When the action of scooping out fried food appears for the first time, what kind of food is scooped out?"", ""video_id"": ""3_upA09AntU""}",3_upA09AntU,"When the action of scooping out fried food appears for the first time, what kind of food is scooped out?","[""Broccoli"", ""Fries"", ""Meat"", ""Hamburger""]",event understanding,A,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.34299397468566895,False,True,0.34299397468566895,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,68,case1_high_confidence,25,404,0.5466847091,30,739,2026,case1_high_confidence_25,155.49035033336622,155.9011509998527,155.9011509998527,0.6859595018187536,"[154.5238700000482, 156.0460300001978, 155.9011509998527]",,35331.14713799978,,,,,,,,,,,,,
102,"{""choices"": ""[\""Group photo of winners\"", \""Winners leave\"", \""The host left\"", \""Shake hands with the winners\""]"", ""correct_choice"": ""D"", ""question"": ""What happened on the stage after the royal family left?"", ""video_id"": ""8QdE--Y-x7U""}",8QdE--Y-x7U,What happened on the stage after the royal family left?,"[""Group photo of winners"", ""Winners leave"", ""The host left"", ""Shake hands with the winners""]",event understanding,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.8954508565366268,False,True,0.8954508565366268,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,102,case1_high_confidence,26,404,0.5466847091,30,739,2026,case1_high_confidence_26,149.3670679999942,148.76638799998432,148.76638799998432,0.8647065638382633,"[150.58988499998804, 148.76638799998432, 148.74493100001018]",,86931.44089200001,,,,,,,,,,,,,
249,"{""choices"": ""[\""BETH\"", \""ABBY\"", \""PUAL\"", \""VIC\""]"", ""correct_choice"": ""D"", ""question"": ""After Andy's personal information and introduction, which person is next in the picture?"", ""video_id"": ""NzCO0G8AGLU""}",NzCO0G8AGLU,"After Andy's personal information and introduction, which person is next in the picture?","[""BETH"", ""ABBY"", ""PUAL"", ""VIC""]",event understanding,D,A,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.4314253628253937,False,False,0.4314253628253937,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,249,case1_high_confidence,27,404,0.5466847091,30,739,2026,case1_high_confidence_27,158.45636500004426,158.3984510002665,158.3984510002665,1.1096146274301795,"[158.3984510002665, 159.84339099986755, 157.12725299999875]",,34091.93273699975,,,,,,,,,,,,,
91,"{""choices"": ""[\""Nobel Prize in Physics Winners Are Two Men\"", \""Nobel Prize in Physics Winners Are Three Men\"", \""The Nobel Prize in Physics has been won by one woman and two men\"", \""Nobel Prize in Physics winners are three women\""]"", ""correct_choice"": ""B"", ""question"": ""What is the gender of the Nobel Prize winners in physics?"", ""video_id"": ""8NHmfpkxTSw""}",8NHmfpkxTSw,What is the gender of the Nobel Prize winners in physics?,"[""Nobel Prize in Physics Winners Are Two Men"", ""Nobel Prize in Physics Winners Are Three Men"", ""The Nobel Prize in Physics has been won by one woman and two men"", ""Nobel Prize in Physics winners are three women""]",entity recognition,B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7659108936786652,False,True,0.7659108936786652,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,91,case1_high_confidence,28,404,0.5466847091,30,739,2026,case1_high_confidence_28,154.07108699999603,153.8636210000277,153.8636210000277,1.1714679517328495,"[155.59827499998846, 153.8636210000277, 152.75136499997188]",,70699.22881399997,,,,,,,,,,,,,
382,"{""choices"": ""[\""Bhutan\"", \""Indonesia\"", \""China\"", \""India\""]"", ""correct_choice"": ""A"", ""question"": ""Where does the vlogger travel to?"", ""video_id"": ""USfvmoalqsw""}",USfvmoalqsw,Where does the vlogger travel to?,"[""Bhutan"", ""Indonesia"", ""China"", ""India""]","key information retrieval, event understanding",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.9954210118157789,False,True,0.9954210118157789,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,382,case1_high_confidence,29,404,0.5466847091,30,739,2026,case1_high_confidence_29,267.29422899992034,156.7256059997817,156.7256059997817,156.71010246215565,"[156.24147600010474, 156.7256059997817, 488.91560499987463]",,96325.72602200025,,,,,,,,,,,,,
11,"{""choices"": ""[\""They are performers\"", \""They are the recipients of the award\"", \""They are presenters\"", \""They are troublemakers\""]"", ""correct_choice"": ""C"", ""question"": ""Who are the two people dressing as animals?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,Who are the two people dressing as animals?,"[""They are performers"", ""They are the recipients of the award"", ""They are presenters"", ""They are troublemakers""]","event understanding, entity recognition, reasoning",C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.15507039427757263,True,True,0.15507039427757263,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,11,case2_low_confidence_agree,0,185,0.2503382950,30,739,2026,case2_low_confidence_agree_30,150.08681033350513,150.17663700018602,150.17663700018602,0.18152688588339905,"[150.25016700019478, 150.17663700018602, 149.83362700013458]",,78268.75537799993,383.04334633327625,383.3429119995344,383.3429119995344,0.8338401167001349,"[383.88130299972545, 383.3429119995344, 381.9058240005688]",,62463.9890440003,,,,,,
694,"{""choices"": ""[\""White\"", \""Yellow\"", \""Red\"", \""Green\""]"", ""correct_choice"": ""D"", ""question"": ""What is the background color of \""EXIT\"" on the door in the picture when the bearded man speaks?"", ""video_id"": ""vaL_vSdZKZo""}",vaL_vSdZKZo,"What is the background color of ""EXIT"" on the door in the picture when the bearded man speaks?","[""White"", ""Yellow"", ""Red"", ""Green""]",entity recognition,D,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.27442997694015503,True,True,0.27442997694015503,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,694,case2_low_confidence_agree,1,185,0.2503382950,30,739,2026,case2_low_confidence_agree_31,150.8989673331295,149.75809099996695,149.75809099996695,1.8927557251639224,"[153.56644799976493, 149.75809099996695, 149.37236299965662]",,47930.74418100013,388.9743206667238,389.15962900046,389.15962900046,0.7530739761380302,"[389.7899209996467, 389.15962900046, 387.97341200006485]",,37275.37424699949,,,,,,
548,"{""choices"": ""[\""Switch from indoor to the park\"", \""Switch from the road to the park\"", \""Transition from road to indoor\"", \""Transition from indoor to road\""]"", ""correct_choice"": ""C"", ""question"": ""What changes have occurred in the scene from the scene when a woman is interviewed with words of 'LEBANON, NJ 5:03PM' and just turn to 'LEBANON, NJ 5:04PM'?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,"What changes have occurred in the scene from the scene when a woman is interviewed with words of 'LEBANON, NJ 5:03PM' and just turn to 'LEBANON, NJ 5:04PM'?","[""Switch from indoor to the park"", ""Switch from the road to the park"", ""Transition from road to indoor"", ""Transition from indoor to road""]","event understanding, key information retrieval",C,C,C,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.21762093901634216,True,True,0.21762093901634216,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,548,case2_low_confidence_agree,2,185,0.2503382950,30,739,2026,case2_low_confidence_agree_32,154.64518766665,155.50536000000648,155.50536000000648,1.4793050083426342,"[155.50536000000648, 155.86664399995698, 152.56355899998653]",,71284.08338600001,388.6703960003312,388.52306800072256,388.52306800072256,0.8348602181793526,"[388.52306800072256, 387.72956100001466, 389.75855900025635]",,54640.869916000156,,,,,,
688,"{""choices"": ""[\""10\"", \""12\"", \""11\"", \""13\""]"", ""correct_choice"": ""C"", ""question"": ""How many people dragged the blue and white wooden boat ashore at the same time?"", ""video_id"": ""vaL_vSdZKZo""}",vaL_vSdZKZo,How many people dragged the blue and white wooden boat ashore at the same time?,"[""10"", ""12"", ""11"", ""13""]",entity recognition,C,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.03879043459892273,True,True,0.03879043459892273,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,688,case2_low_confidence_agree,3,185,0.2503382950,30,739,2026,case2_low_confidence_agree_33,152.80981166658117,152.82133199980308,152.82133199980308,0.40256502854809206,"[152.82133199980308, 152.3111129999961, 153.29698999994434]",,47930.74418100013,458.41167900016444,393.24549400043907,393.24549400043907,95.20564842344999,"[593.0300569998508, 393.24549400043907, 388.95948600020347]",,37275.37424699949,,,,,,
366,"{""choices"": ""[\""A skull and bones\"", \""A cat\"", \""A word\"", \""A Dog\""]"", ""correct_choice"": ""A"", ""question"": ""There is a scene of of cutting trees to get the sap in the video. Immediately after it there is a scene of man's arm. What's tattooed on the man's arm?"", ""video_id"": ""TiQBTesZUJQ""}",TiQBTesZUJQ,There is a scene of of cutting trees to get the sap in the video. Immediately after it there is a scene of man's arm. What's tattooed on the man's arm?,"[""A skull and bones"", ""A cat"", ""A word"", ""A Dog""]","entity recognition, event understanding",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.0,True,True,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,366,case2_low_confidence_agree,4,185,0.2503382950,30,739,2026,case2_low_confidence_agree_34,154.6335593332818,154.64964900002087,154.64964900002087,0.1960499327085839,"[154.86522099990907, 154.64964900002087, 154.38580799991541]",,44457.61682600005,399.2868746663589,395.57097800025076,395.57097800025076,6.473024576679628,"[395.57097800025076, 393.8995379994594, 408.3901079993666]",,33800.3377569994,,,,,,
239,"{""choices"": ""[\""Sushi\"", \""Hitsumabushi\"", \""Yakiniku\"", \""Spicy ramen\""]"", ""correct_choice"": ""D"", ""question"": ""What does the vlogger order in the restaurant?"", ""video_id"": ""Mcggugol2ts""}",Mcggugol2ts,What does the vlogger order in the restaurant?,"[""Sushi"", ""Hitsumabushi"", ""Yakiniku"", ""Spicy ramen""]",entity recognition,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.1493733823299408,True,True,0.1493733823299408,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,239,case2_low_confidence_agree,5,185,0.2503382950,30,739,2026,case2_low_confidence_agree_35,162.4576703332726,162.08733899975414,162.08733899975414,1.111935616295739,"[161.3193019998107, 163.96637000025294, 162.08733899975414]",,37038.97695900014,467.15662766685756,404.8814100005984,404.8814100005984,88.5289813798638,"[404.8814100005984, 592.3549549997915, 404.2335180001828]",,28512.109010999666,,,,,,
454,"{""choices"": ""[\""M\"", \""N\"", \""V\"", \""W\""]"", ""correct_choice"": ""D"", ""question"": ""What letter appears on the computer after the girl with orange hair comes down from the bed and turns on the computer?"", ""video_id"": ""_zrgbA3FMVE""}",_zrgbA3FMVE,What letter appears on the computer after the girl with orange hair comes down from the bed and turns on the computer?,"[""M"", ""N"", ""V"", ""W""]","key information retrieval, event understanding",D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.1469784826040268,True,True,0.1469784826040268,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,454,case2_low_confidence_agree,6,185,0.2503382950,30,739,2026,case2_low_confidence_agree_36,151.643737666897,151.42427500040867,151.42427500040867,0.45836961436764173,"[151.42427500040867, 151.22523500031093, 152.28170299997146]",,68898.88284700009,388.7316633332982,389.07991199994285,389.07991199994285,0.8580319518031377,"[389.56420199974673, 389.07991199994285, 387.5508760002049]",,53075.775641999826,,,,,,
282,"{""choices"": ""[\""The glasses are round\"", \""The glasses are square\"", \""The glasses are triangular\"", \""The last Asian speaker in the video is not wearing glasses\""]"", ""correct_choice"": ""A"", ""question"": ""What type of glasses frames does the last Asian speaker in the video have?"", ""video_id"": ""QB7FoIpx8os""}",QB7FoIpx8os,What type of glasses frames does the last Asian speaker in the video have?,"[""The glasses are round"", ""The glasses are square"", ""The glasses are triangular"", ""The last Asian speaker in the video is not wearing glasses""]","entity recognition, event understanding",A,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.10300835967063904,True,True,0.10300835967063904,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,282,case2_low_confidence_agree,7,185,0.2503382950,30,739,2026,case2_low_confidence_agree_37,147.36938933333477,147.315505999984,147.315505999984,0.0811968213873231,"[147.315505999984, 147.3085139999739, 147.4841480000464]",,81973.42171200004,382.8659663331564,383.1878199998755,383.1878199998755,0.9469826239963869,"[383.1878199998755, 383.83085999976174, 381.57921899983194]",,61906.43466900019,,,,,,
413,"{""choices"": ""[\""Red\"", \""Blue\"", \""Green\"", \""Yellow\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the wall light around the stage?"", ""video_id"": ""YlQugR7KSKg""}",YlQugR7KSKg,What color is the wall light around the stage?,"[""Red"", ""Blue"", ""Green"", ""Yellow""]",entity recognition,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.17920124530792236,True,True,0.17920124530792236,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,413,case2_low_confidence_agree,8,185,0.2503382950,30,739,2026,case2_low_confidence_agree_38,152.65823666641154,152.2445699997661,152.2445699997661,0.6371128085633961,"[152.1718679996411, 153.5582719998274, 152.2445699997661]",,56546.763414,404.1873080001703,403.9804690000892,403.9804690000892,1.6852010747725505,"[406.3468809999904, 403.9804690000892, 402.23457400043117]",,42469.831200000044,,,,,,
420,"{""choices"": ""[\""By an arrow\"", \""By a spear\"", \""By a stone\"", \""By a gun\""]"", ""correct_choice"": ""B"", ""question"": ""How is the second guard killed?"", ""video_id"": ""Za2Z_JRxCuk""}",Za2Z_JRxCuk,How is the second guard killed?,"[""By an arrow"", ""By a spear"", ""By a stone"", ""By a gun""]","entity recognition, event understanding",B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.07672661542892456,True,True,0.07672661542892456,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,420,case2_low_confidence_agree,9,185,0.2503382950,30,739,2026,case2_low_confidence_agree_39,153.86201499999666,153.9963440000065,153.9963440000065,0.6680056443484496,"[154.6046739999838, 152.98502699999972, 153.9963440000065]",,29689.215131000026,401.41705233357544,401.46367699981056,401.46367699981056,2.257395753291272,"[404.1581790006603, 401.46367699981056, 398.6293010002555]",,21944.414386000062,,,,,,
438,"{""choices"": ""[\""They go for fishing\"", \""They go for shopping\"", \""They go for swimming\"", \""They go for finding food\""]"", ""correct_choice"": ""C"", ""question"": ""What does the vlogger team do before going to a tailer store?"", ""video_id"": ""_T2Avd3tFHc""}",_T2Avd3tFHc,What does the vlogger team do before going to a tailer store?,"[""They go for fishing"", ""They go for shopping"", ""They go for swimming"", ""They go for finding food""]",event understanding,C,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.0,True,True,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,438,case2_low_confidence_agree,10,185,0.2503382950,30,739,2026,case2_low_confidence_agree_40,161.4890463333154,161.1725039999783,161.1725039999783,0.8376176944161018,"[162.63587999998208, 160.65875499998583, 161.1725039999783]",,26411.726172999977,410.16238966706925,410.2844630006075,410.2844630006075,0.7440797440218011,"[409.1961980002452, 411.0065080003551, 410.2844630006075]",,20076.0451619999,,,,,,
571,"{""choices"": ""[\""A plastic bag\"", \""A suitcase\"", \""A basket\"", \""A leather bag\""]"", ""correct_choice"": ""B"", ""question"": ""When the genie of the magic lamp comes on stage for the curtain call, what is he holding in his hand?"", ""video_id"": ""o-gLbgpzCc8""}",o-gLbgpzCc8,"When the genie of the magic lamp comes on stage for the curtain call, what is he holding in his hand?","[""A plastic bag"", ""A suitcase"", ""A basket"", ""A leather bag""]",entity recognition,B,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08384564518928528,True,True,0.08384564518928528,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,571,case2_low_confidence_agree,11,185,0.2503382950,30,739,2026,case2_low_confidence_agree_41,154.71900900001856,153.95924699987518,153.95924699987518,1.1372277645306146,"[156.32649000008314, 153.95924699987518, 153.87129000009736]",,38828.43710199995,490.3855389999687,429.51778099995863,429.51778099995863,93.46647041995679,"[429.51778099995863, 622.4329440001384, 419.20589199980896]",,29221.57292799966,,,,,,
658,"{""choices"": ""[\""Zoey\"", \""Boss Baby\"", \""JJ\"", \""Pablo\""]"", ""correct_choice"": ""C"", ""question"": ""Who is pushing over by Janice?"", ""video_id"": ""uusf1qG_uZ4""}",uusf1qG_uZ4,Who is pushing over by Janice?,"[""Zoey"", ""Boss Baby"", ""JJ"", ""Pablo""]",entity recognition,C,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.043998777866363525,True,True,0.043998777866363525,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,658,case2_low_confidence_agree,12,185,0.2503382950,30,739,2026,case2_low_confidence_agree_42,154.23087966670815,153.91982299979645,153.91982299979645,0.4616295277355559,"[154.88348500002758, 153.91982299979645, 153.88933100030044]",,112653.82593999994,387.7756786669124,385.7797529999516,385.7797529999516,3.921580849631597,"[384.2925250000917, 393.254758000694, 385.7797529999516]",,86729.07289000068,,,,,,
83,"{""choices"": ""[\""All the guests\"", \""Male host\"", \""All of them\"", \""Hostess\""]"", ""correct_choice"": ""B"", ""question"": ""Who applauded for Edson Santana de Moraes when he took the stage to accept the award?"", ""video_id"": ""7HjNIPIgUg4""}",7HjNIPIgUg4,Who applauded for Edson Santana de Moraes when he took the stage to accept the award?,"[""All the guests"", ""Male host"", ""All of them"", ""Hostess""]",entity recognition,B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.05886146426200867,True,True,0.05886146426200867,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,83,case2_low_confidence_agree,13,185,0.2503382950,30,739,2026,case2_low_confidence_agree_43,153.0767876667293,153.24980700006563,153.24980700006563,0.8262252901520662,"[153.24980700006563, 151.98951799993665, 153.99103800018565]",,92928.86191699973,510.61200933296885,407.6229020001847,407.6229020001847,150.8465946320696,"[723.8995649995559, 400.31356099916593, 407.6229020001847]",,71275.89124099995,,,,,,
409,"{""choices"": ""[\""1\"", \""3\"", \""2\"", \""4\""]"", ""correct_choice"": ""C"", ""question"": ""How many Nobel Prizes in physiology or medicine have been awarded?"", ""video_id"": ""YlQugR7KSKg""}",YlQugR7KSKg,How many Nobel Prizes in physiology or medicine have been awarded?,"[""1"", ""3"", ""2"", ""4""]",event understanding,C,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08809298276901245,True,True,0.08809298276901245,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,409,case2_low_confidence_agree,14,185,0.2503382950,30,739,2026,case2_low_confidence_agree_44,152.74520166652414,152.53223799982152,152.53223799982152,0.5143415126134275,"[153.45401699960348, 152.2493500001474, 152.53223799982152]",,56546.763414,395.58841833331826,395.90769200003706,395.90769200003706,0.5466579105185297,"[396.03853600056027, 394.81902699935745, 395.90769200003706]",,42469.831200000044,,,,,,
