example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,gate_fs,challenger_fs,default_gate_value,default_low_confidence,default_challenger_agree,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,min_fs112_verifier_confidence,fs112_confidence_fallback,fs112_confidence_fallback_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response,_routed_row_index,latency_case,latency_sample_index,case_full_count,case_full_ratio,case_sample_count,full_total_count,sample_seed,sample_uid,fs224_mean_ms,fs224_median_ms,fs224_p90_ms,fs224_std_ms,fs224_repeats_ms,fs224_error,fs224_cache_build_ms_for_video,fs112_mean_ms,fs112_median_ms,fs112_p90_ms,fs112_std_ms,fs112_repeats_ms,fs112_error,fs112_cache_build_ms_for_video,verifier_mean_ms,verifier_median_ms,verifier_p90_ms,verifier_std_ms,verifier_repeats_ms,verifier_error
4,"{""choices"": ""[\""Headphones\"", \""Earrings\"", \""Glasses\"", \""Hearing aid\""]"", ""correct_choice"": ""B"", ""question"": ""What does the last present wear?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,What does the last present wear?,"[""Headphones"", ""Earrings"", ""Glasses"", ""Hearing aid""]","entity recognition, event understanding",B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7148730158805847,False,True,0.7148730158805847,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,4,case1_high_confidence,23,404,0.5466847091,30,739,2026,case1_high_confidence_23,312.49382366665185,323.1935759999942,323.1935759999942,62.00811316009051,"[323.1935759999942, 231.76725599978454, 382.52063900017674]",,88554.00016600016,,,,,,,,,,,,,
547,"{""choices"": ""[\""ECONOMY\"", \""COLLAPSE\"", \""BASKETBALL\"", \""EARTHQUAKE\""]"", ""correct_choice"": ""D"", ""question"": ""What are the white words on the screen that change to Economy?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,What are the white words on the screen that change to Economy?,"[""ECONOMY"", ""COLLAPSE"", ""BASKETBALL"", ""EARTHQUAKE""]",key information retrieval,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.8321327790617943,False,True,0.8321327790617943,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,547,case1_high_confidence,24,404,0.5466847091,30,739,2026,case1_high_confidence_24,423.9718516666547,432.8702389999535,432.8702389999535,37.745809409350834,"[432.8702389999535, 465.10481699999673, 373.9404990000139]",,78717.41350000002,,,,,,,,,,,,,
68,"{""choices"": ""[\""Broccoli\"", \""Fries\"", \""Meat\"", \""Hamburger\""]"", ""correct_choice"": ""A"", ""question"": ""When the action of scooping out fried food appears for the first time, what kind of food is scooped out?"", ""video_id"": ""3_upA09AntU""}",3_upA09AntU,"When the action of scooping out fried food appears for the first time, what kind of food is scooped out?","[""Broccoli"", ""Fries"", ""Meat"", ""Hamburger""]",event understanding,A,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.34299397468566895,False,True,0.34299397468566895,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,68,case1_high_confidence,25,404,0.5466847091,30,739,2026,case1_high_confidence_25,408.46284500003094,406.0238450001634,406.0238450001634,13.803181969005726,"[406.0238450001634, 426.45524599993223, 392.90944399999717]",,40403.00908900008,,,,,,,,,,,,,
102,"{""choices"": ""[\""Group photo of winners\"", \""Winners leave\"", \""The host left\"", \""Shake hands with the winners\""]"", ""correct_choice"": ""D"", ""question"": ""What happened on the stage after the royal family left?"", ""video_id"": ""8QdE--Y-x7U""}",8QdE--Y-x7U,What happened on the stage after the royal family left?,"[""Group photo of winners"", ""Winners leave"", ""The host left"", ""Shake hands with the winners""]",event understanding,D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.8954508565366268,False,True,0.8954508565366268,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,102,case1_high_confidence,26,404,0.5466847091,30,739,2026,case1_high_confidence_26,373.0568513333215,372.10541599998237,372.10541599998237,1.3941434907335337,"[372.03706500000067, 375.02807299998153, 372.10541599998237]",,87393.98087399999,,,,,,,,,,,,,
249,"{""choices"": ""[\""BETH\"", \""ABBY\"", \""PUAL\"", \""VIC\""]"", ""correct_choice"": ""D"", ""question"": ""After Andy's personal information and introduction, which person is next in the picture?"", ""video_id"": ""NzCO0G8AGLU""}",NzCO0G8AGLU,"After Andy's personal information and introduction, which person is next in the picture?","[""BETH"", ""ABBY"", ""PUAL"", ""VIC""]",event understanding,D,A,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.4314253628253937,False,False,0.4314253628253937,False,False,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,249,case1_high_confidence,27,404,0.5466847091,30,739,2026,case1_high_confidence_27,325.2593413332458,352.26970299981986,352.26970299981986,58.25615545778122,"[379.159647999586, 352.26970299981986, 244.34867300033147]",,40619.54841700026,,,,,,,,,,,,,
91,"{""choices"": ""[\""Nobel Prize in Physics Winners Are Two Men\"", \""Nobel Prize in Physics Winners Are Three Men\"", \""The Nobel Prize in Physics has been won by one woman and two men\"", \""Nobel Prize in Physics winners are three women\""]"", ""correct_choice"": ""B"", ""question"": ""What is the gender of the Nobel Prize winners in physics?"", ""video_id"": ""8NHmfpkxTSw""}",8NHmfpkxTSw,What is the gender of the Nobel Prize winners in physics?,"[""Nobel Prize in Physics Winners Are Two Men"", ""Nobel Prize in Physics Winners Are Three Men"", ""The Nobel Prize in Physics has been won by one woman and two men"", ""Nobel Prize in Physics winners are three women""]",entity recognition,B,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.7659108936786652,False,True,0.7659108936786652,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,91,case1_high_confidence,28,404,0.5466847091,30,739,2026,case1_high_confidence_28,380.0736070000236,381.5793040000699,381.5793040000699,6.237773130684747,"[381.5793040000699, 386.848332999989, 371.79318400001193]",,70011.47904300001,,,,,,,,,,,,,
382,"{""choices"": ""[\""Bhutan\"", \""Indonesia\"", \""China\"", \""India\""]"", ""correct_choice"": ""A"", ""question"": ""Where does the vlogger travel to?"", ""video_id"": ""USfvmoalqsw""}",USfvmoalqsw,Where does the vlogger travel to?,"[""Bhutan"", ""Indonesia"", ""China"", ""India""]","key information retrieval, event understanding",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.9954210118157789,False,True,0.9954210118157789,False,True,llm,accept_fs224_high_confidence,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,382,case1_high_confidence,29,404,0.5466847091,30,739,2026,case1_high_confidence_29,387.2371303332329,390.90322999982163,390.90322999982163,8.030414607309977,"[394.7127390001697, 390.90322999982163, 376.09542199970747]",,107440.16310400002,,,,,,,,,,,,,
11,"{""choices"": ""[\""They are performers\"", \""They are the recipients of the award\"", \""They are presenters\"", \""They are troublemakers\""]"", ""correct_choice"": ""C"", ""question"": ""Who are the two people dressing as animals?"", ""video_id"": ""-WnyRMZqV1U""}",-WnyRMZqV1U,Who are the two people dressing as animals?,"[""They are performers"", ""They are the recipients of the award"", ""They are presenters"", ""They are troublemakers""]","event understanding, entity recognition, reasoning",C,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.15507039427757263,True,True,0.15507039427757263,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,11,case2_low_confidence_agree,0,185,0.2503382950,30,739,2026,case2_low_confidence_agree_30,307.65224966671667,273.5415310003191,273.5415310003191,48.839527274453,"[376.7200430002049, 273.5415310003191, 272.69517499962603]",,88554.00016600016,816.1637153334595,842.551036000259,842.551036000259,38.01166484637717,"[762.4100749999343, 843.5300350001853, 842.551036000259]",,67398.92079200035,,,,,,
694,"{""choices"": ""[\""White\"", \""Yellow\"", \""Red\"", \""Green\""]"", ""correct_choice"": ""D"", ""question"": ""What is the background color of \""EXIT\"" on the door in the picture when the bearded man speaks?"", ""video_id"": ""vaL_vSdZKZo""}",vaL_vSdZKZo,"What is the background color of ""EXIT"" on the door in the picture when the bearded man speaks?","[""White"", ""Yellow"", ""Red"", ""Green""]",entity recognition,D,C,C,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.27442997694015503,True,True,0.27442997694015503,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,694,case2_low_confidence_agree,1,185,0.2503382950,30,739,2026,case2_low_confidence_agree_31,392.87265933307935,382.8330379997169,382.8330379997169,15.799644754326778,"[380.6052589998217, 415.1796809996995, 382.8330379997169]",,55939.69211899958,786.4028199995422,778.5377359996346,778.5377359996346,17.072108369458686,"[770.5669359993408, 810.1037879996511, 778.5377359996346]",,39851.84038300031,,,,,,
548,"{""choices"": ""[\""Switch from indoor to the park\"", \""Switch from the road to the park\"", \""Transition from road to indoor\"", \""Transition from indoor to road\""]"", ""correct_choice"": ""C"", ""question"": ""What changes have occurred in the scene from the scene when a woman is interviewed with words of 'LEBANON, NJ 5:03PM' and just turn to 'LEBANON, NJ 5:04PM'?"", ""video_id"": ""moALQl818ZY""}",moALQl818ZY,"What changes have occurred in the scene from the scene when a woman is interviewed with words of 'LEBANON, NJ 5:03PM' and just turn to 'LEBANON, NJ 5:04PM'?","[""Switch from indoor to the park"", ""Switch from the road to the park"", ""Transition from road to indoor"", ""Transition from indoor to road""]","event understanding, key information retrieval",C,C,C,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.21762093901634216,True,True,0.21762093901634216,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,548,case2_low_confidence_agree,2,185,0.2503382950,30,739,2026,case2_low_confidence_agree_32,368.63897533328327,382.52180499989663,382.52180499989663,59.47783777613205,"[433.54371599991737, 382.52180499989663, 289.8514050000358]",,78717.41350000002,760.4670946666374,758.5316750000857,758.5316750000857,18.512211068075757,"[758.5316750000857, 784.0454999995927, 738.8241090002339]",,61262.073437000254,,,,,,
688,"{""choices"": ""[\""10\"", \""12\"", \""11\"", \""13\""]"", ""correct_choice"": ""C"", ""question"": ""How many people dragged the blue and white wooden boat ashore at the same time?"", ""video_id"": ""vaL_vSdZKZo""}",vaL_vSdZKZo,How many people dragged the blue and white wooden boat ashore at the same time?,"[""10"", ""12"", ""11"", ""13""]",entity recognition,C,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.03879043459892273,True,True,0.03879043459892273,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,688,case2_low_confidence_agree,3,185,0.2503382950,30,739,2026,case2_low_confidence_agree_33,387.66918033328085,374.14838099994085,374.14838099994085,19.408594910361227,"[373.74307899972337, 415.1160810001784, 374.14838099994085]",,55939.69211899958,754.0754289999919,772.9250479997063,772.9250479997063,32.21206560738859,"[780.5664190000243, 708.7348200002452, 772.9250479997063]",,39851.84038300031,,,,,,
366,"{""choices"": ""[\""A skull and bones\"", \""A cat\"", \""A word\"", \""A Dog\""]"", ""correct_choice"": ""A"", ""question"": ""There is a scene of of cutting trees to get the sap in the video. Immediately after it there is a scene of man's arm. What's tattooed on the man's arm?"", ""video_id"": ""TiQBTesZUJQ""}",TiQBTesZUJQ,There is a scene of of cutting trees to get the sap in the video. Immediately after it there is a scene of man's arm. What's tattooed on the man's arm?,"[""A skull and bones"", ""A cat"", ""A word"", ""A Dog""]","entity recognition, event understanding",A,A,A,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.0,True,True,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,366,case2_low_confidence_agree,4,185,0.2503382950,30,739,2026,case2_low_confidence_agree_34,451.80974699997023,441.21743799996693,441.21743799996693,39.99848572918704,"[408.9844869999979, 505.22731599994586, 441.21743799996693]",,51713.74831100002,777.8943523332297,777.9901960002462,777.9901960002462,8.936826341323002,"[766.9014129996867, 777.9901960002462, 788.7914479997562]",,37125.8135600001,,,,,,
239,"{""choices"": ""[\""Sushi\"", \""Hitsumabushi\"", \""Yakiniku\"", \""Spicy ramen\""]"", ""correct_choice"": ""D"", ""question"": ""What does the vlogger order in the restaurant?"", ""video_id"": ""Mcggugol2ts""}",Mcggugol2ts,What does the vlogger order in the restaurant?,"[""Sushi"", ""Hitsumabushi"", ""Yakiniku"", ""Spicy ramen""]",entity recognition,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.1493733823299408,True,True,0.1493733823299408,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,239,case2_low_confidence_agree,5,185,0.2503382950,30,739,2026,case2_low_confidence_agree_35,475.8883473332389,461.679360999824,461.679360999824,29.250598748341854,"[449.348007000026, 516.6376739998668, 461.679360999824]",,43377.08769499978,755.5403636664172,764.2829079995863,764.2829079995863,14.983336801221645,"[764.2829079995863, 734.4530359996497, 767.8851470000154]",,32932.60088800071,,,,,,
454,"{""choices"": ""[\""M\"", \""N\"", \""V\"", \""W\""]"", ""correct_choice"": ""D"", ""question"": ""What letter appears on the computer after the girl with orange hair comes down from the bed and turns on the computer?"", ""video_id"": ""_zrgbA3FMVE""}",_zrgbA3FMVE,What letter appears on the computer after the girl with orange hair comes down from the bed and turns on the computer?,"[""M"", ""N"", ""V"", ""W""]","key information retrieval, event understanding",D,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.1469784826040268,True,True,0.1469784826040268,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,454,case2_low_confidence_agree,6,185,0.2503382950,30,739,2026,case2_low_confidence_agree_36,399.83987999994497,411.2238070001695,411.2238070001695,16.716772348022662,"[412.09172799972293, 411.2238070001695, 376.2041049999425]",,77103.64083800005,654.0418293331337,714.1679340002156,714.1679340002156,86.74640426559915,"[531.3718299994434, 714.1679340002156, 716.5857239997422]",,59305.59389500013,,,,,,
282,"{""choices"": ""[\""The glasses are round\"", \""The glasses are square\"", \""The glasses are triangular\"", \""The last Asian speaker in the video is not wearing glasses\""]"", ""correct_choice"": ""A"", ""question"": ""What type of glasses frames does the last Asian speaker in the video have?"", ""video_id"": ""QB7FoIpx8os""}",QB7FoIpx8os,What type of glasses frames does the last Asian speaker in the video have?,"[""The glasses are round"", ""The glasses are square"", ""The glasses are triangular"", ""The last Asian speaker in the video is not wearing glasses""]","entity recognition, event understanding",A,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.10300835967063904,True,True,0.10300835967063904,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,282,case2_low_confidence_agree,7,185,0.2503382950,30,739,2026,case2_low_confidence_agree_37,367.87901766666664,367.11441099998865,367.11441099998865,1.2644636068505224,"[369.66126200002236, 366.8613799999889, 367.11441099998865]",,80244.869989,826.6864176663754,803.3083329992223,803.3083329992223,46.91309029826143,"[803.3083329992223, 784.6041299999342, 892.1467899999698]",,70234.98314100015,,,,,,
413,"{""choices"": ""[\""Red\"", \""Blue\"", \""Green\"", \""Yellow\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the wall light around the stage?"", ""video_id"": ""YlQugR7KSKg""}",YlQugR7KSKg,What color is the wall light around the stage?,"[""Red"", ""Blue"", ""Green"", ""Yellow""]",entity recognition,D,D,D,1.0,1.0,tie,prob_margin,0.3,lt,224,112,0.17920124530792236,True,True,0.17920124530792236,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,413,case2_low_confidence_agree,8,185,0.2503382950,30,739,2026,case2_low_confidence_agree_38,434.65707433324496,434.56469700004163,434.56469700004163,9.389592513614291,"[423.2036859998516, 446.2028399998417, 434.56469700004163]",,64417.82847000013,552.4725163331823,470.19013699991774,470.19013699991774,118.89049860888454,"[466.63089799949375, 470.19013699991774, 720.5965140001354]",,47047.12272300003,,,,,,
420,"{""choices"": ""[\""By an arrow\"", \""By a spear\"", \""By a stone\"", \""By a gun\""]"", ""correct_choice"": ""B"", ""question"": ""How is the second guard killed?"", ""video_id"": ""Za2Z_JRxCuk""}",Za2Z_JRxCuk,How is the second guard killed?,"[""By an arrow"", ""By a spear"", ""By a stone"", ""By a gun""]","entity recognition, event understanding",B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.07672661542892456,True,True,0.07672661542892456,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,420,case2_low_confidence_agree,9,185,0.2503382950,30,739,2026,case2_low_confidence_agree_39,234.83364799998677,173.684202000004,173.684202000004,93.95259258939794,"[163.25068199995485, 367.56606000000147, 173.684202000004]",,29244.766339000023,790.1079070000682,786.1754440000368,786.1754440000368,23.04719124878611,"[820.0948690000587, 786.1754440000368, 764.0534080001089]",,25505.749594000008,,,,,,
438,"{""choices"": ""[\""They go for fishing\"", \""They go for shopping\"", \""They go for swimming\"", \""They go for finding food\""]"", ""correct_choice"": ""C"", ""question"": ""What does the vlogger team do before going to a tailer store?"", ""video_id"": ""_T2Avd3tFHc""}",_T2Avd3tFHc,What does the vlogger team do before going to a tailer store?,"[""They go for fishing"", ""They go for shopping"", ""They go for swimming"", ""They go for finding food""]",event understanding,C,B,B,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.0,True,True,0.0,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,438,case2_low_confidence_agree,10,185,0.2503382950,30,739,2026,case2_low_confidence_agree_40,382.45402800002165,385.53082100003166,385.53082100003166,5.841080273763835,"[387.5547080000388, 374.27655499999446, 385.53082100003166]",,27005.349770999997,752.0492853333659,756.3697120003781,756.3697120003781,21.936763675201608,"[723.2839440002863, 756.3697120003781, 776.4941999994335]",,22169.06692900011,,,,,,
571,"{""choices"": ""[\""A plastic bag\"", \""A suitcase\"", \""A basket\"", \""A leather bag\""]"", ""correct_choice"": ""B"", ""question"": ""When the genie of the magic lamp comes on stage for the curtain call, what is he holding in his hand?"", ""video_id"": ""o-gLbgpzCc8""}",o-gLbgpzCc8,"When the genie of the magic lamp comes on stage for the curtain call, what is he holding in his hand?","[""A plastic bag"", ""A suitcase"", ""A basket"", ""A leather bag""]",entity recognition,B,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08384564518928528,True,True,0.08384564518928528,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,571,case2_low_confidence_agree,11,185,0.2503382950,30,739,2026,case2_low_confidence_agree_41,423.49051033337065,403.8022419999834,403.8022419999834,49.07960005932486,"[403.8022419999834, 375.6936019999557, 490.9756870001729]",,42688.32647199997,817.6968259998224,801.4536049995513,801.4536049995513,40.12257918486884,"[778.7349959999119, 801.4536049995513, 872.9018770000039]",,35174.667503999444,,,,,,
658,"{""choices"": ""[\""Zoey\"", \""Boss Baby\"", \""JJ\"", \""Pablo\""]"", ""correct_choice"": ""C"", ""question"": ""Who is pushing over by Janice?"", ""video_id"": ""uusf1qG_uZ4""}",uusf1qG_uZ4,Who is pushing over by Janice?,"[""Zoey"", ""Boss Baby"", ""JJ"", ""Pablo""]",entity recognition,C,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.043998777866363525,True,True,0.043998777866363525,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,658,case2_low_confidence_agree,12,185,0.2503382950,30,739,2026,case2_low_confidence_agree_42,398.6389626666096,408.1281859998853,408.1281859998853,20.483133949639146,"[417.59675899993454, 408.1281859998853, 370.1919430000089]",,123663.79011200025,771.6510003331981,770.2103309993618,770.2103309993618,9.175711396411526,"[770.2103309993618, 783.5397670005477, 761.2029029996847]",,93573.18530500015,,,,,,
83,"{""choices"": ""[\""All the guests\"", \""Male host\"", \""All of them\"", \""Hostess\""]"", ""correct_choice"": ""B"", ""question"": ""Who applauded for Edson Santana de Moraes when he took the stage to accept the award?"", ""video_id"": ""7HjNIPIgUg4""}",7HjNIPIgUg4,Who applauded for Edson Santana de Moraes when he took the stage to accept the award?,"[""All the guests"", ""Male host"", ""All of them"", ""Hostess""]",entity recognition,B,A,A,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.05886146426200867,True,True,0.05886146426200867,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,83,case2_low_confidence_agree,13,185,0.2503382950,30,739,2026,case2_low_confidence_agree_43,402.29664466657294,404.54156199984936,404.54156199984936,15.215079680509014,"[404.54156199984936, 382.6412899998104, 419.707082000059]",,104501.05802000007,812.5545943330508,796.5494239997497,796.5494239997497,27.58415433470173,"[789.7480209994683, 851.3663379999343, 796.5494239997497]",,77491.37236600017,,,,,,
409,"{""choices"": ""[\""1\"", \""3\"", \""2\"", \""4\""]"", ""correct_choice"": ""C"", ""question"": ""How many Nobel Prizes in physiology or medicine have been awarded?"", ""video_id"": ""YlQugR7KSKg""}",YlQugR7KSKg,How many Nobel Prizes in physiology or medicine have been awarded?,"[""1"", ""3"", ""2"", ""4""]",event understanding,C,D,D,0.0,0.0,tie,prob_margin,0.3,lt,224,112,0.08809298276901245,True,True,0.08809298276901245,True,True,llm,low_confidence_agree_accept_answer,route_224,,,,0.0,False,,,224,224,0.0,224,0.0,0.0,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-lvbench-confidence/fs224_lb18_rs36/1_0.csv,,409,case2_low_confidence_agree,14,185,0.2503382950,30,739,2026,case2_low_confidence_agree_44,434.8694880000039,425.42597900001056,425.42597900001056,15.934596483740886,"[457.3107840001285, 421.8717009998727, 425.42597900001056]",,64417.82847000013,613.0291940001674,703.2500679997611,703.2500679997611,139.8348610548518,"[703.2500679997611, 415.51853400051186, 720.3189800002292]",,47047.12272300003,,,,,,
