example_index,input_mode,model,video_id,question,choices,correct_choice,key,acc112,acc224,gold_label,raw_pred_label,pred_label,confidence,reason,parse_error,default_fs,routed_fs,routed_acc,source_112,source_224,raw_response
563,question,gpt-5.4-mini,2_needle/needle_113,What are the volunteers searching for during the simulation drill?,"[""Survivors of a natural disaster"", ""Rocket attack casualties"", ""Hidden treasure"", ""Lost items""]",B,"{""choices"": ""[\""Survivors of a natural disaster\"", \""Rocket attack casualties\"", \""Hidden treasure\"", \""Lost items\""]"", ""correct_choice"": ""B"", ""question"": ""What are the volunteers searching for during the simulation drill?"", ""video_id"": ""2_needle/needle_113""}",0.0,0.0,tie,route_112,route_112,0.86,"The question asks about the action and purpose during a drill, which likely depends on temporal context and event understanding rather than fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the action and purpose during a drill, which likely depends on temporal context and event understanding rather than fine visual detail.""}"
564,question,gpt-5.4-mini,2_needle/needle_114,What is the concept of the segment where the young girl in a tracksuit is doing yoga in the park?,"[""Meditation in the fresh air"", ""Physical fitness"", ""Outdoor sports"", ""Leisure and relaxation""]",A,"{""choices"": ""[\""Meditation in the fresh air\"", \""Physical fitness\"", \""Outdoor sports\"", \""Leisure and relaxation\""]"", ""correct_choice"": ""A"", ""question"": ""What is the concept of the segment where the young girl in a tracksuit is doing yoga in the park?"", ""video_id"": ""2_needle/needle_114""}",1.0,1.0,tie,route_224,route_224,0.72,"The question asks about the concept of a specific segment and mentions a young girl in a tracksuit doing yoga, which suggests needing visual identification of the activity and subject details.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.72,""reason"":""The question asks about the concept of a specific segment and mentions a young girl in a tracksuit doing yoga, which suggests needing visual identification of the activity and subject details.""}"
565,question,gpt-5.4-mini,2_needle/needle_114,What is the young girl in the tracksuit doing on a rug in the park?,"[""Doing yoga"", ""Reading a book"", ""Having a picnic"", ""Playing soccer""]",A,"{""choices"": ""[\""Doing yoga\"", \""Reading a book\"", \""Having a picnic\"", \""Playing soccer\""]"", ""correct_choice"": ""A"", ""question"": ""What is the young girl in the tracksuit doing on a rug in the park?"", ""video_id"": ""2_needle/needle_114""}",1.0,1.0,tie,route_224,route_224,0.72,"The question asks about a specific person and action on a rug, likely needing clearer visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.72,""reason"":""The question asks about a specific person and action on a rug, likely needing clearer visual detail.""}"
566,question,gpt-5.4-mini,2_needle/needle_114,What time of day is it when the young girl in a tracksuit is doing yoga in the park?,"[""Sunset"", ""Night"", ""Midday"", ""Morning""]",A,"{""choices"": ""[\""Sunset\"", \""Night\"", \""Midday\"", \""Morning\""]"", ""correct_choice"": ""A"", ""question"": ""What time of day is it when the young girl in a tracksuit is doing yoga in the park?"", ""video_id"": ""2_needle/needle_114""}",0.0,0.0,tie,route_224,route_224,0.72,The question asks for a visual detail about time of day in a specific scene; higher spatial detail may help identify lighting cues and the girl’s appearance.,,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.72,""reason"":""The question asks for a visual detail about time of day in a specific scene; higher spatial detail may help identify lighting cues and the girl’s appearance.""}"
567,question,gpt-5.4-mini,2_needle/needle_115,What is the team of scientists doing in the laboratory room?,"[""Conducting a physics experiment"", ""Researching sample test with protection equipment and glasses"", ""Teaching a class"", ""Having a meeting""]",B,"{""choices"": ""[\""Conducting a physics experiment\"", \""Researching sample test with protection equipment and glasses\"", \""Teaching a class\"", \""Having a meeting\""]"", ""correct_choice"": ""B"", ""question"": ""What is the team of scientists doing in the laboratory room?"", ""video_id"": ""2_needle/needle_115""}",1.0,1.0,tie,route_112,route_112,0.86,"The question asks about an ongoing activity in a lab, which is more about temporal action/context than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about an ongoing activity in a lab, which is more about temporal action/context than fine visual detail.""}"
568,question,gpt-5.4-mini,2_needle/needle_116,What is the purpose of the SUV being on the side of the desert highway?,"[""For green screen or chroma key"", ""For a car race"", ""For a road trip"", ""For a car show""]",A,"{""choices"": ""[\""For green screen or chroma key\"", \""For a car race\"", \""For a road trip\"", \""For a car show\""]"", ""correct_choice"": ""A"", ""question"": ""What is the purpose of the SUV being on the side of the desert highway?"", ""video_id"": ""2_needle/needle_116""}",1.0,1.0,tie,route_112,route_112,0.84,"The question asks about the SUV’s purpose in the scene, which likely depends on broader event context and actions around it rather than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.84,""reason"":""The question asks about the SUV’s purpose in the scene, which likely depends on broader event context and actions around it rather than fine visual detail.""}"
569,question,gpt-5.4-mini,2_needle/needle_116,What type of vehicle is on the side of the desert highway for green screen or chroma key?,"[""A motorcycle"", ""An SUV"", ""A sedan"", ""A pickup truck""]",B,"{""choices"": ""[\""A motorcycle\"", \""An SUV\"", \""A sedan\"", \""A pickup truck\""]"", ""correct_choice"": ""B"", ""question"": ""What type of vehicle is on the side of the desert highway for green screen or chroma key?"", ""video_id"": ""2_needle/needle_116""}",1.0,1.0,tie,route_224,route_224,0.86,"The question asks to identify a vehicle type, which likely needs finer visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""The question asks to identify a vehicle type, which likely needs finer visual detail.""}"
570,question,gpt-5.4-mini,2_needle/needle_118,What is the gender of the patient the young attractive hispanic medical doctor is discussing health issues with?,"[""Both male and female"", ""Male"", ""Female"", ""Not specified""]",C,"{""choices"": ""[\""Both male and female\"", \""Male\"", \""Female\"", \""Not specified\""]"", ""correct_choice"": ""C"", ""question"": ""What is the gender of the patient the young attractive hispanic medical doctor is discussing health issues with?"", ""video_id"": ""2_needle/needle_118""}",0.0,0.0,tie,route_224,route_224,0.86,"The question asks to identify the patient’s gender from a specific interaction, which likely depends on visual person attributes and close detail.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""The question asks to identify the patient’s gender from a specific interaction, which likely depends on visual person attributes and close detail.""}"
571,question,gpt-5.4-mini,2_needle/needle_118,Where is the young attractive hispanic medical doctor discussing health issues with the senior patient?,"[""Inside office"", ""In a park"", ""At the patient's home"", ""In a hospital ward""]",A,"{""choices"": ""[\""Inside office\"", \""In a park\"", \""At the patient's home\"", \""In a hospital ward\""]"", ""correct_choice"": ""A"", ""question"": ""Where is the young attractive hispanic medical doctor discussing health issues with the senior patient?"", ""video_id"": ""2_needle/needle_118""}",1.0,1.0,tie,route_224,route_224,0.86,"The question asks about identifying a specific person and setting details, which may depend on visual recognition and spatial context.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""The question asks about identifying a specific person and setting details, which may depend on visual recognition and spatial context.""}"
572,question,gpt-5.4-mini,2_needle/needle_119,What is happening to the net on the basketball field in the video?,"[""The sea wind is pumping it"", ""It is being replaced"", ""It is being painted"", ""It is being cut""]",A,"{""choices"": ""[\""The sea wind is pumping it\"", \""It is being replaced\"", \""It is being painted\"", \""It is being cut\""]"", ""correct_choice"": ""A"", ""question"": ""What is happening to the net on the basketball field in the video?"", ""video_id"": ""2_needle/needle_119""}",1.0,1.0,tie,route_112,route_112,0.86,"Asks about an action happening over time to the net, so wider temporal coverage is more useful.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Asks about an action happening over time to the net, so wider temporal coverage is more useful.""}"
573,question,gpt-5.4-mini,2_needle/needle_119,What is the backdrop of the basketball in the video?,"[""A forest"", ""A city skyline"", ""A bright multi-colored cloudy sky"", ""A clear blue sky""]",C,"{""choices"": ""[\""A forest\"", \""A city skyline\"", \""A bright multi-colored cloudy sky\"", \""A clear blue sky\""]"", ""correct_choice"": ""C"", ""question"": ""What is the backdrop of the basketball in the video?"", ""video_id"": ""2_needle/needle_119""}",1.0,1.0,tie,route_224,route_224,0.74,"Asks about the basketball’s backdrop, which likely depends on visual scene details and spatial context.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.74,""reason"":""Asks about the basketball’s backdrop, which likely depends on visual scene details and spatial context.""}"
574,question,gpt-5.4-mini,2_needle/needle_119,What is the weather condition on the basketball court in the video?,"[""Sunny"", ""Rainy"", ""Beautiful sunset"", ""Cloudy""]",C,"{""choices"": ""[\""Sunny\"", \""Rainy\"", \""Beautiful sunset\"", \""Cloudy\""]"", ""correct_choice"": ""C"", ""question"": ""What is the weather condition on the basketball court in the video?"", ""video_id"": ""2_needle/needle_119""}",1.0,1.0,tie,route_224,route_224,0.62,Weather condition is a visual detail likely needing clearer spatial cues.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.62,""reason"":""Weather condition is a visual detail likely needing clearer spatial cues.""}"
575,question,gpt-5.4-mini,2_needle/needle_119,Where is the basketball court located in the video?,"[""In a school"", ""In a park"", ""In a gym"", ""On a cruise ship""]",D,"{""choices"": ""[\""In a school\"", \""In a park\"", \""In a gym\"", \""On a cruise ship\""]"", ""correct_choice"": ""D"", ""question"": ""Where is the basketball court located in the video?"", ""video_id"": ""2_needle/needle_119""}",0.0,1.0,route_224,route_224,route_224,0.72,Locating a basketball court usually depends on spatial scene details and surroundings.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.72,""reason"":""Locating a basketball court usually depends on spatial scene details and surroundings.""}"
576,question,gpt-5.4-mini,2_needle/needle_12,What are the volunteers doing to find the casualties of the rocket attack in the simulation drill?,"[""Using a metal detector"", ""Using a search dog"", ""Using a drone"", ""Digging through the rubble""]",D,"{""choices"": ""[\""Using a metal detector\"", \""Using a search dog\"", \""Using a drone\"", \""Digging through the rubble\""]"", ""correct_choice"": ""D"", ""question"": ""What are the volunteers doing to find the casualties of the rocket attack in the simulation drill?"", ""video_id"": ""2_needle/needle_12""}",1.0,1.0,tie,route_112,route_112,0.91,The question asks about actions in a simulation drill and likely depends on temporal/event understanding rather than fine visual detail.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.91,""reason"":""The question asks about actions in a simulation drill and likely depends on temporal/event understanding rather than fine visual detail.""}"
577,question,gpt-5.4-mini,2_needle/needle_12,What are the volunteers searching for during the simulation drill?,"[""Hidden treasure"", ""Survivors of a natural disaster"", ""Rocket attack casualties"", ""Lost items""]",C,"{""choices"": ""[\""Hidden treasure\"", \""Survivors of a natural disaster\"", \""Rocket attack casualties\"", \""Lost items\""]"", ""correct_choice"": ""C"", ""question"": ""What are the volunteers searching for during the simulation drill?"", ""video_id"": ""2_needle/needle_12""}",0.0,0.0,tie,route_112,route_112,0.86,"The question asks about the action and purpose during a drill, which likely depends on temporal context and event understanding rather than fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the action and purpose during a drill, which likely depends on temporal context and event understanding rather than fine visual detail.""}"
578,question,gpt-5.4-mini,2_needle/needle_12,What is the context of the simulation drill where volunteers are digging through the rubble?,"[""An earthquake"", ""A building demolition"", ""A construction site accident"", ""A rocket attack""]",D,"{""choices"": ""[\""An earthquake\"", \""A building demolition\"", \""A construction site accident\"", \""A rocket attack\""]"", ""correct_choice"": ""D"", ""question"": ""What is the context of the simulation drill where volunteers are digging through the rubble?"", ""video_id"": ""2_needle/needle_12""}",0.0,0.0,tie,route_112,route_112,0.86,The question asks about the context of a drill and likely needs broader temporal/event understanding rather than fine visual detail.,,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the context of a drill and likely needs broader temporal/event understanding rather than fine visual detail.""}"
579,question,gpt-5.4-mini,2_needle/needle_120,What are the little girl and her grandmother doing together?,"[""Reading a children's book"", ""Eating dinner"", ""Watching TV"", ""Playing a game""]",A,"{""choices"": ""[\""Reading a children's book\"", \""Eating dinner\"", \""Watching TV\"", \""Playing a game\""]"", ""correct_choice"": ""A"", ""question"": ""What are the little girl and her grandmother doing together?"", ""video_id"": ""2_needle/needle_120""}",1.0,1.0,tie,route_112,route_112,0.86,"The question asks about the action happening between two people, which usually depends on temporal context and overall scene understanding more than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the action happening between two people, which usually depends on temporal context and overall scene understanding more than fine visual detail.""}"
580,question,gpt-5.4-mini,2_needle/needle_120,What is the activity involving the little girl and her grandmother?,"[""They are painting"", ""They are gardening"", ""They are cooking"", ""They are reading a children's book""]",D,"{""choices"": ""[\""They are painting\"", \""They are gardening\"", \""They are cooking\"", \""They are reading a children's book\""]"", ""correct_choice"": ""D"", ""question"": ""What is the activity involving the little girl and her grandmother?"", ""video_id"": ""2_needle/needle_120""}",1.0,1.0,tie,route_112,route_112,0.86,The question asks about the activity and likely needs broader temporal context rather than fine visual detail.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the activity and likely needs broader temporal context rather than fine visual detail.""}"
581,question,gpt-5.4-mini,2_needle/needle_120,Who is the little girl reading a book with?,"[""Her friend"", ""Her grandmother"", ""Her teacher"", ""Her brother""]",B,"{""choices"": ""[\""Her friend\"", \""Her grandmother\"", \""Her teacher\"", \""Her brother\""]"", ""correct_choice"": ""B"", ""question"": ""Who is the little girl reading a book with?"", ""video_id"": ""2_needle/needle_120""}",1.0,1.0,tie,route_224,route_224,0.74,"Needs identifying the other person in the scene, likely requiring finer visual detail and person recognition.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.74,""reason"":""Needs identifying the other person in the scene, likely requiring finer visual detail and person recognition.""}"
582,question,gpt-5.4-mini,2_needle/needle_120,Who is the little girl sitting on while they read a children's book?,"[""Her father"", ""Her grandmother"", ""Her sister"", ""Her mother""]",B,"{""choices"": ""[\""Her father\"", \""Her grandmother\"", \""Her sister\"", \""Her mother\""]"", ""correct_choice"": ""B"", ""question"": ""Who is the little girl sitting on while they read a children's book?"", ""video_id"": ""2_needle/needle_120""}",0.0,0.0,tie,route_224,route_224,0.74,"Needs identifying a person and seating detail in the scene, which benefits from higher spatial resolution.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.74,""reason"":""Needs identifying a person and seating detail in the scene, which benefits from higher spatial resolution.""}"
583,question,gpt-5.4-mini,2_needle/needle_123,What event are the students celebrating in the park?,"[""Promotion"", ""Birthday"", ""Graduation"", ""Admission""]",C,"{""choices"": ""[\""Promotion\"", \""Birthday\"", \""Graduation\"", \""Admission\""]"", ""correct_choice"": ""C"", ""question"": ""What event are the students celebrating in the park?"", ""video_id"": ""2_needle/needle_123""}",1.0,1.0,tie,route_112,route_112,0.86,"The question asks about the event being celebrated, which likely depends on broader temporal/contextual cues rather than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the event being celebrated, which likely depends on broader temporal/contextual cues rather than fine visual detail.""}"
584,question,gpt-5.4-mini,2_needle/needle_124,What are the tourists doing at the Plaza de Espana in Seville?,"[""Admiring the fountain"", ""Swimming in the fountain"", ""Having a picnic"", ""Taking a nap""]",A,"{""choices"": ""[\""Admiring the fountain\"", \""Swimming in the fountain\"", \""Having a picnic\"", \""Taking a nap\""]"", ""correct_choice"": ""A"", ""question"": ""What are the tourists doing at the Plaza de Espana in Seville?"", ""video_id"": ""2_needle/needle_124""}",1.0,1.0,tie,route_112,route_112,0.86,"The question asks about the tourists’ activity, which likely depends on overall scene/action rather than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about the tourists’ activity, which likely depends on overall scene/action rather than fine visual detail.""}"
585,question,gpt-5.4-mini,2_needle/needle_124,What is the weather like when the tourists are strolling in the Plaza de Espana in Seville?,"[""Cloudy"", ""Rainy"", ""Snowy"", ""Sunny""]",D,"{""choices"": ""[\""Cloudy\"", \""Rainy\"", \""Snowy\"", \""Sunny\""]"", ""correct_choice"": ""D"", ""question"": ""What is the weather like when the tourists are strolling in the Plaza de Espana in Seville?"", ""video_id"": ""2_needle/needle_124""}",1.0,1.0,tie,route_112,route_112,0.86,Weather is a scene-level condition likely inferred from broader temporal/contextual video cues rather than fine detail.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Weather is a scene-level condition likely inferred from broader temporal/contextual video cues rather than fine detail.""}"
586,question,gpt-5.4-mini,2_needle/needle_124,Where are the tourists strolling and admiring the fountain?,"[""Plaza de Espana in Barcelona"", ""Plaza de Espana in Seville"", ""Plaza de Espana in Valencia"", ""Plaza de Espana in Madrid""]",B,"{""choices"": ""[\""Plaza de Espana in Barcelona\"", \""Plaza de Espana in Seville\"", \""Plaza de Espana in Valencia\"", \""Plaza de Espana in Madrid\""]"", ""correct_choice"": ""B"", ""question"": ""Where are the tourists strolling and admiring the fountain?"", ""video_id"": ""2_needle/needle_124""}",1.0,1.0,tie,route_112,route_112,0.86,The question asks about a scene/location and likely needs broader context rather than fine visual detail.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about a scene/location and likely needs broader context rather than fine visual detail.""}"
587,question,gpt-5.4-mini,2_needle/needle_125,What is the result of the forest fire on the dry grass in the video segment?,"[""The grass is being covered in snow"", ""The grass is turning green"", ""The grass is growing taller"", ""The grass is producing smoke and flame""]",D,"{""choices"": ""[\""The grass is being covered in snow\"", \""The grass is turning green\"", \""The grass is growing taller\"", \""The grass is producing smoke and flame\""]"", ""correct_choice"": ""D"", ""question"": ""What is the result of the forest fire on the dry grass in the video segment?"", ""video_id"": ""2_needle/needle_125""}",1.0,1.0,tie,route_112,route_112,0.88,"The question asks about the outcome of an event over time, so wider temporal coverage is more useful.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.88,""reason"":""The question asks about the outcome of an event over time, so wider temporal coverage is more useful.""}"
588,question,gpt-5.4-mini,2_needle/needle_126,What color is the water on the tropical beach in the video?,"[""Dark blue"", ""Clear"", ""Green"", ""Azure blue""]",D,"{""choices"": ""[\""Dark blue\"", \""Clear\"", \""Green\"", \""Azure blue\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the water on the tropical beach in the video?"", ""video_id"": ""2_needle/needle_126""}",1.0,1.0,tie,route_224,route_224,0.88,"Asks about a visual color detail, so higher spatial resolution is more useful.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.88,""reason"":""Asks about a visual color detail, so higher spatial resolution is more useful.""}"
589,question,gpt-5.4-mini,2_needle/needle_126,What type of beach is shown in the video?,"[""Pebble beach"", ""Man-made beach"", ""Sandy beach"", ""Wild rocky beach""]",D,"{""choices"": ""[\""Pebble beach\"", \""Man-made beach\"", \""Sandy beach\"", \""Wild rocky beach\""]"", ""correct_choice"": ""D"", ""question"": ""What type of beach is shown in the video?"", ""video_id"": ""2_needle/needle_126""}",1.0,0.0,route_112,route_224,route_224,0.74,"Beach type likely depends on visual details like sand, rocks, or shoreline features.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.74,""reason"":""Beach type likely depends on visual details like sand, rocks, or shoreline features.""}"
590,question,gpt-5.4-mini,2_needle/needle_126,What type of view is provided of the tropical beach in the video?,"[""Close-up view"", ""Side view"", ""Top down aerial view"", ""Bottom-up view""]",C,"{""choices"": ""[\""Close-up view\"", \""Side view\"", \""Top down aerial view\"", \""Bottom-up view\""]"", ""correct_choice"": ""C"", ""question"": ""What type of view is provided of the tropical beach in the video?"", ""video_id"": ""2_needle/needle_126""}",1.0,1.0,tie,route_224,route_224,0.74,"The question asks about the visual perspective/view of the beach, which is a spatial detail better handled by higher-resolution frames.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.74,""reason"":""The question asks about the visual perspective/view of the beach, which is a spatial detail better handled by higher-resolution frames.""}"
591,question,gpt-5.4-mini,2_needle/needle_128,From where is the female making the video call?,"[""From her home living room"", ""From her office"", ""From her car"", ""From a coffee shop""]",A,"{""choices"": ""[\""From her home living room\"", \""From her office\"", \""From her car\"", \""From a coffee shop\""]"", ""correct_choice"": ""A"", ""question"": ""From where is the female making the video call?"", ""video_id"": ""2_needle/needle_128""}",1.0,1.0,tie,route_224,route_224,0.74,Likely needs visual details about the caller’s location/background and identity cues.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.74,""reason"":""Likely needs visual details about the caller’s location/background and identity cues.""}"
592,question,gpt-5.4-mini,2_needle/needle_13,What are the volunteers doing in the rubble during the simulation drill?,"[""Hiding from an enemy"", ""Creating a barricade"", ""Building a structure"", ""Searching for rocket attack casualties""]",D,"{""choices"": ""[\""Hiding from an enemy\"", \""Creating a barricade\"", \""Building a structure\"", \""Searching for rocket attack casualties\""]"", ""correct_choice"": ""D"", ""question"": ""What are the volunteers doing in the rubble during the simulation drill?"", ""video_id"": ""2_needle/needle_13""}",1.0,1.0,tie,route_112,route_112,0.88,"The question asks about an action happening during a drill, likely needing temporal/event context more than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.88,""reason"":""The question asks about an action happening during a drill, likely needing temporal/event context more than fine visual detail.""}"
593,question,gpt-5.4-mini,2_needle/needle_13,What are the volunteers doing to find the casualties of the rocket attack in the simulation drill?,"[""Digging through the rubble"", ""Using a metal detector"", ""Using a search dog"", ""Using a drone""]",A,"{""choices"": ""[\""Digging through the rubble\"", \""Using a metal detector\"", \""Using a search dog\"", \""Using a drone\""]"", ""correct_choice"": ""A"", ""question"": ""What are the volunteers doing to find the casualties of the rocket attack in the simulation drill?"", ""video_id"": ""2_needle/needle_13""}",1.0,1.0,tie,route_112,route_112,0.91,"The question asks about actions over time in a simulation drill, so wider temporal coverage is more useful than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.91,""reason"":""The question asks about actions over time in a simulation drill, so wider temporal coverage is more useful than fine visual detail.""}"
