example_index,key,video_id,question,choices,task,correct_choice,pred112,pred224,acc112,acc224,gold_label,gate_column,gate_threshold,low_confidence_when,fs224_gate_value,fs224_low_confidence,fs112_fs224_agree,verifier,decision,pred_label,verifier_choice,verifier_confidence,verifier_reason,parse_error,default_fs,routed_fs,routed_acc,selective_oracle_fs,selective_oracle_acc,full_oracle_acc,source_112,source_224,raw_response
659,"{""choices"": ""[\""rain\"", \""fog\"", \""wind\"", \""drizzle\"", \""cloudy\"", \""storm\"", \""hail\""]"", ""correct_choice"": ""A"", ""question"": ""In the video, what was the weather condition like when the mother was holding Doudou?"", ""video_id"": ""BV184411p77A""}",BV184411p77A,"In the video, what was the weather condition like when the mother was holding Doudou?","[""rain"", ""fog"", ""wind"", ""drizzle"", ""cloudy"", ""storm"", ""hail""]",Music & TV show / Scene Perception,A,E,A,0.0,1.0,route_224,prob_margin,0.4,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,Y,0.86,"Y has much stronger confidence signals: higher top1_prob and large prob/logit margins, with lower entropy.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.86,""reason"":""Y has much stronger confidence signals: higher top1_prob and large prob/logit margins, with lower entropy.""}"
668,"{""choices"": ""[\""Blue and green hat\"", \""Green and black hat\"", \""Black and gray hat\"", \""Blue and white hat\"", \""Red and black hat\"", \""White and black hat\"", \""Blue and black hat\""]"", ""correct_choice"": ""G"", ""question"": ""What color hat is the person with the kid in the pink spotted top in the back seat wearing?"", ""video_id"": ""BV18B4y1E79s""}",BV18B4y1E79s,What color hat is the person with the kid in the pink spotted top in the back seat wearing?,"[""Blue and green hat"", ""Green and black hat"", ""Black and gray hat"", ""Blue and white hat"", ""Red and black hat"", ""White and black hat"", ""Blue and black hat""]",Driving / Entity Perception,G,G,F,1.0,0.0,route_112,prob_margin,0.4,lt,0.04877004027366638,True,False,llm,llm_verifier_disagreement,route_224,X,0.61,X has lower entropy and slightly higher top1 probability; Y’s margin is larger but its distribution is less concentrated.,,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.61,""reason"":""X has lower entropy and slightly higher top1 probability; Y’s margin is larger but its distribution is less concentrated.""}"
688,"{""choices"": ""[\""2 and 3\"", \""1 and 2\"", \""3 and 5\"", \""1 and 3\"", \""2 and 5\"", \""2 and 4\"", \""1 and 5\""]"", ""correct_choice"": ""A"", ""question"": ""In the video, what two dairy products did the protagonist buy in the first store? 1. Fresh milk, 2. Yogurt lumps, 3. Freshly brewed yogurt, 4. Fruit milk, 5. Fruit yogurt"", ""video_id"": ""BV18bmVY7EMy""}",BV18bmVY7EMy,"In the video, what two dairy products did the protagonist buy in the first store? 1. Fresh milk, 2. Yogurt lumps, 3. Freshly brewed yogurt, 4. Fruit milk, 5. Fruit yogurt","[""2 and 3"", ""1 and 2"", ""3 and 5"", ""1 and 3"", ""2 and 5"", ""2 and 4"", ""1 and 5""]",Life Record / Hallucination,A,E,A,0.0,1.0,route_224,prob_margin,0.4,lt,0.26423513889312744,True,False,llm,llm_verifier_disagreement,route_224,X,0.58,X has slightly better margin and lower entropy overall; Y’s top1_prob is only marginally higher.,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly better margin and lower entropy overall; Y’s top1_prob is only marginally higher.""}"
691,"{""choices"": ""[\""3 boxes\"", \""6 boxes\"", \""4 boxes\"", \""5 boxes\"", \""8 boxes\"", \""7 boxes\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, when the protagonist returned to the hotel after dinner, how many boxes of medicine did he buy?"", ""video_id"": ""BV18bmVY7EMy""}",BV18bmVY7EMy,"In the video, when the protagonist returned to the hotel after dinner, how many boxes of medicine did he buy?","[""3 boxes"", ""6 boxes"", ""4 boxes"", ""5 boxes"", ""8 boxes"", ""7 boxes""]",Life Record / Event Perception,C,C,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,Y,0.62,Y has higher top1 probability and a nonzero margin; X is tied with no margin.,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.62,""reason"":""Y has higher top1 probability and a nonzero margin; X is tied with no margin.""}"
692,"{""choices"": ""[\""07:52\"", \""08:00\"", \""07:58\"", \""07:55\"", \""07:51\"", \""07:53\"", \""07:50\"", \""07:45\""]"", ""correct_choice"": ""A"", ""question"": ""At what point did the animal climb up the pole?"", ""video_id"": ""BV18c411h7Kj""}",BV18c411h7Kj,At what point did the animal climb up the pole?,"[""07:52"", ""08:00"", ""07:58"", ""07:55"", ""07:51"", ""07:53"", ""07:50"", ""07:45""]",Animal & Pet / Time Perception,A,A,C,1.0,0.0,route_112,prob_margin,0.4,lt,0.025902658700942993,True,False,llm,llm_verifier_disagreement,route_112,X,0.54,"X has slightly higher top1/prob margin and lower entropy, so it is marginally more confident.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.54,""reason"":""X has slightly higher top1/prob margin and lower entropy, so it is marginally more confident.""}"
718,"{""choices"": ""[\""Center\"", \""Right\"", \""Back\"", \""Nearby\"", \""Front\"", \""Left\"", \""Beside\""]"", ""correct_choice"": ""F"", ""question"": ""When the two boys are talking in the video, on which side of the boy in orange clothes is the boy in orange clothes sitting?"", ""video_id"": ""BV19S4y1g7S9""}",BV19S4y1g7S9,"When the two boys are talking in the video, on which side of the boy in orange clothes is the boy in orange clothes sitting?","[""Center"", ""Right"", ""Back"", ""Nearby"", ""Front"", ""Left"", ""Beside""]",Humor/funny / Entity Cognition,F,G,F,0.0,1.0,route_224,prob_margin,0.4,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,Y,0.61,Y has better confidence margins and lower entropy; 'beside' fits the side relation better than 'left'.,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.61,""reason"":""Y has better confidence margins and lower entropy; 'beside' fits the side relation better than 'left'.""}"
724,"{""choices"": ""[\""11 rows\"", \""6 rows\"", \""12 rows\"", \""8 rows\"", \""9 rows\"", \""7 rows\"", \""10 rows\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, when the protagonist was selecting questions in the category of definition of terms, how many lines did he select in total?"", ""video_id"": ""BV19T4y1o7V4""}",BV19T4y1o7V4,"In the video, when the protagonist was selecting questions in the category of definition of terms, how many lines did he select in total?","[""11 rows"", ""6 rows"", ""12 rows"", ""8 rows"", ""9 rows"", ""7 rows"", ""10 rows""]",Life Record / Text Perception,E,E,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.03208830952644348,True,False,llm,llm_verifier_disagreement,route_112,Y,0.58,"Y has slightly better margin/logit confidence overall, though both are weak.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.58,""reason"":""Y has slightly better margin/logit confidence overall, though both are weak.""}"
733,"{""choices"": ""[\""Collect a bracelet from a friend\"", \""Grab a key from the table\"", \""Take a flashlight from the shelf\"", \""Pick up a book from the floor\"", \""Retrieve a map from the wall\"", \""Get a doll from a friend\"", \""Receive a lantern from a friend\""]"", ""correct_choice"": ""F"", ""question"": ""In the video, what was the last action the protagonist took before she was scared by the white ghost for the second time?"", ""video_id"": ""BV19V411e74K""}",BV19V411e74K,"In the video, what was the last action the protagonist took before she was scared by the white ghost for the second time?","[""Collect a bracelet from a friend"", ""Grab a key from the table"", ""Take a flashlight from the shelf"", ""Pick up a book from the floor"", ""Retrieve a map from the wall"", ""Get a doll from a friend"", ""Receive a lantern from a friend""]",Special Scenes / Event Cognition,F,C,F,0.0,1.0,route_224,prob_margin,0.4,lt,0.1260579526424408,True,False,llm,llm_verifier_disagreement,route_112,Y,0.84,"Y has substantially stronger confidence signals (higher top1_prob, prob_margin, and logit_margin; lower entropy), so it is more likely correct.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.84,""reason"":""Y has substantially stronger confidence signals (higher top1_prob, prob_margin, and logit_margin; lower entropy), so it is more likely correct.""}"
751,"{""choices"": ""[\""0\"", \""6\"", \""5\"", \""3\"", \""2\"", \""4\"", \""7\""]"", ""correct_choice"": ""F"", ""question"": ""In the video, when the protagonist is bathing the white dog in the interval [[90,182]], how many bottles are placed in the upper right corner?"", ""video_id"": ""BV19b411x719""}",BV19b411x719,"In the video, when the protagonist is bathing the white dog in the interval [[90,182]], how many bottles are placed in the upper right corner?","[""0"", ""6"", ""5"", ""3"", ""2"", ""4"", ""7""]",Animal & Pet / Time Perception,F,D,F,0.0,1.0,route_224,prob_margin,0.4,lt,0.07963702082633972,True,False,llm,llm_verifier_disagreement,route_112,Y,0.67,"Y has stronger confidence across top1_prob, margin, and lower entropy; X was also low-confidence.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.67,""reason"":""Y has stronger confidence across top1_prob, margin, and lower entropy; X was also low-confidence.""}"
759,"{""choices"": ""[\""8\"", \""2\"", \""3\"", \""4\"", \""6\"", \""7\"", \""5\""]"", ""correct_choice"": ""D"", ""question"": ""How many ropes are there in the deep channel in the diving pool?"", ""video_id"": ""BV19i4y1m7ur""}",BV19i4y1m7ur,How many ropes are there in the deep channel in the diving pool?,"[""8"", ""2"", ""3"", ""4"", ""6"", ""7"", ""5""]",Special Scenes / Entity Perception,D,B,D,0.0,1.0,route_224,prob_margin,0.4,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,Y,0.74,Y has clearly stronger confidence margins and lower entropy; X is tied on top1/top2 with zero margin.,,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.74,""reason"":""Y has clearly stronger confidence margins and lower entropy; X is tied on top1/top2 with zero margin.""}"
761,"{""choices"": ""[\""Coral\"", \""Amber\"", \""Orange\"", \""Marigold\"", \""Tangerine\"", \""Peach\""]"", ""correct_choice"": ""C"", ""question"": ""In the video, what color is the phone case used by the protagonist?"", ""video_id"": ""BV19i4y1m7ur""}",BV19i4y1m7ur,"In the video, what color is the phone case used by the protagonist?","[""Coral"", ""Amber"", ""Orange"", ""Marigold"", ""Tangerine"", ""Peach""]",Special Scenes / Entity Perception,C,A,C,0.0,1.0,route_224,prob_margin,0.4,lt,0.35699713230133057,True,False,llm,llm_verifier_disagreement,route_224,X,0.67,"X has stronger margins and lower entropy overall, suggesting a more confident prediction than Y.",,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has stronger margins and lower entropy overall, suggesting a more confident prediction than Y.""}"
770,"{""choices"": ""[\""6\"", \""1\"", \""4\"", \""2\"", \""5\"", \""8\"", \""3\""]"", ""correct_choice"": ""G"", ""question"": ""In the video, when the protagonist introduced stickers, how many stickers did he introduce?"", ""video_id"": ""BV19uWFegERp""}",BV19uWFegERp,"In the video, when the protagonist introduced stickers, how many stickers did he introduce?","[""6"", ""1"", ""4"", ""2"", ""5"", ""8"", ""3""]",Life Record / Event Perception,G,E,G,0.0,1.0,route_224,prob_margin,0.4,lt,0.030875027179718018,True,False,llm,llm_verifier_disagreement,route_112,X,0.56,"X has slightly stronger confidence overall: higher top1_prob, larger prob_margin, and larger logit_margin than Y.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.56,""reason"":""X has slightly stronger confidence overall: higher top1_prob, larger prob_margin, and larger logit_margin than Y.""}"
784,"{""choices"": ""[\""22 minutes\"", \""26 minutes\"", \""18 minutes\"", \""24 minutes\"", \""27 minutes\"", \""25 minutes\"", \""30 minutes\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, how long did it take for the game character to accept the task of cleaning the student apartment and finish the cleaning?"", ""video_id"": ""BV1AC4y1V7CC""}",BV1AC4y1V7CC,"In the video, how long did it take for the game character to accept the task of cleaning the student apartment and finish the cleaning?","[""22 minutes"", ""26 minutes"", ""18 minutes"", ""24 minutes"", ""27 minutes"", ""25 minutes"", ""30 minutes""]",Electonic/Social Gaming / Time Cognition,D,B,D,0.0,1.0,route_224,prob_margin,0.4,lt,0.030890554189682007,True,False,llm,llm_verifier_disagreement,route_224,Y,0.58,"Y has slightly higher top1 probability and lower entropy; both candidates are close, but Y is modestly more confident.",,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.58,""reason"":""Y has slightly higher top1 probability and lower entropy; both candidates are close, but Y is modestly more confident.""}"
787,"{""choices"": ""[\""11:24\"", \""12:24\"", \""11:14\"", \""12:14\"", \""12:10\"", \""12:04\"", \""12:40\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, the player entered the house, upgraded his skills, and turned on the computer. What time was displayed on the computer?"", ""video_id"": ""BV1AC4y1V7CC""}",BV1AC4y1V7CC,"In the video, the player entered the house, upgraded his skills, and turned on the computer. What time was displayed on the computer?","[""11:24"", ""12:24"", ""11:14"", ""12:14"", ""12:10"", ""12:04"", ""12:40""]",Electonic/Social Gaming / Text Perception,D,B,D,0.0,1.0,route_224,prob_margin,0.4,lt,0.05711224675178528,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has stronger margin and lower entropy overall, despite Y’s higher top1_prob; the evidence slightly favors 12:24 over 12:14.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has stronger margin and lower entropy overall, despite Y’s higher top1_prob; the evidence slightly favors 12:24 over 12:14.""}"
802,"{""choices"": ""[\""flash\"", \""tripod\"", \""lens\"", \""photograph\"", \""film\"", \""video recorder\"", \""camera\""]"", ""correct_choice"": ""G"", ""question"": ""What did the girl put on the green box when she was selecting items in the video?"", ""video_id"": ""BV1Ab4y1B76z""}",BV1Ab4y1B76z,What did the girl put on the green box when she was selecting items in the video?,"[""flash"", ""tripod"", ""lens"", ""photograph"", ""film"", ""video recorder"", ""camera""]",Life Record / Entity Perception,G,D,G,0.0,1.0,route_224,prob_margin,0.4,lt,0.11954542994499207,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has slightly stronger confidence on top1, margin, and logit margin; Y is low-confidence and the evidence is close.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly stronger confidence on top1, margin, and logit margin; Y is low-confidence and the evidence is close.""}"
805,"{""choices"": ""[\""rectangle\"", \""square\"", \""circle\"", \""oval\"", \""trapezoid\"", \""hexagon\""]"", ""correct_choice"": ""A"", ""question"": ""What shape of gem is the woman wearing on her hand when she shows her hand in the video?"", ""video_id"": ""BV1Ab4y1B76z""}",BV1Ab4y1B76z,What shape of gem is the woman wearing on her hand when she shows her hand in the video?,"[""rectangle"", ""square"", ""circle"", ""oval"", ""trapezoid"", ""hexagon""]",Life Record / Entity Perception,A,C,A,0.0,1.0,route_224,prob_margin,0.4,lt,0.1764329969882965,True,False,llm,llm_verifier_disagreement,route_224,X,0.58,"X has slightly higher top1/prob margin and lower entropy, so it looks more confident overall.",,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly higher top1/prob margin and lower entropy, so it looks more confident overall.""}"
822,"{""choices"": ""[\""3 times\"", \""5 times\"", \""6 times\"", \""1 time\"", \""2 times\"", \""4 times\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, how many times did the protagonist change bullets when he was wearing pink gloves and holding a pink pistol?"", ""video_id"": ""BV1Bv411x7uT""}",BV1Bv411x7uT,"In the video, how many times did the protagonist change bullets when he was wearing pink gloves and holding a pink pistol?","[""3 times"", ""5 times"", ""6 times"", ""1 time"", ""2 times"", ""4 times""]",Electonic/Social Gaming / Event Perception,E,D,E,0.0,1.0,route_224,prob_margin,0.4,lt,0.2354736328125,True,False,llm,llm_verifier_disagreement,route_224,X,0.62,"X has clearly stronger margin and logit confidence than Y, which is tied on top probabilities and has zero margin.",,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has clearly stronger margin and logit confidence than Y, which is tied on top probabilities and has zero margin.""}"
829,"{""choices"": ""[\""6 roots\"", \""2 roots\"", \""3 roots\"", \""4 roots\"", \""5 roots\"", \""1 root\""]"", ""correct_choice"": ""B"", ""question"": ""How many eggplants did the man in the white turban take when he took the elevator for the first time?"", ""video_id"": ""BV1CK41127St""}",BV1CK41127St,How many eggplants did the man in the white turban take when he took the elevator for the first time?,"[""6 roots"", ""2 roots"", ""3 roots"", ""4 roots"", ""5 roots"", ""1 root""]",Music & TV show / Entity Perception,B,B,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.09611520171165466,True,False,llm,llm_verifier_disagreement,route_224,Y,0.62,"Y has higher top1_prob, prob_margin, and logit_margin, with slightly lower entropy, so it looks more likely.",,224,224,0.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.62,""reason"":""Y has higher top1_prob, prob_margin, and logit_margin, with slightly lower entropy, so it looks more likely.""}"
832,"{""choices"": ""[\""2 emerald stones\"", \""2 gold bars\"", \""2 bronze medals\"", \""2 diamond rings\"", \""2 platinum chains\"", \""2 titanium bars\"", \""2 silver coins\""]"", ""correct_choice"": ""B"", ""question"": ""What did the man in the black sunglasses initially hope to exchange for his subway card?"", ""video_id"": ""BV1CK41127St""}",BV1CK41127St,What did the man in the black sunglasses initially hope to exchange for his subway card?,"[""2 emerald stones"", ""2 gold bars"", ""2 bronze medals"", ""2 diamond rings"", ""2 platinum chains"", ""2 titanium bars"", ""2 silver coins""]",Music & TV show / Event Cognition,B,D,B,0.0,1.0,route_224,prob_margin,0.4,lt,0.13402776420116425,True,False,llm,llm_verifier_disagreement,route_112,X,0.58,"X has slightly better overall confidence: higher top1 probability and lower entropy, despite Y’s small margin edge.",,224,112,0.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.58,""reason"":""X has slightly better overall confidence: higher top1 probability and lower entropy, despite Y’s small margin edge.""}"
854,"{""choices"": ""[\""Crisis Assistance Meal Station\"", \""Relief Operations Feeding Area\"", \""Civil Defense Food Distribution Tent\"", \""Disaster Relief Catering Unit\"", \""Air Defense Brigade Hot Food Supply Point\"", \""Rescue Team Food Logistics Point\"", \""Emergency Rations Support Hub\"", \""Emergency Shelter Meal Center\""]"", ""correct_choice"": ""E"", ""question"": ""In the video, what did the sign on the stall that appeared after the ambulance arrived at the disaster relief site say?"", ""video_id"": ""BV1Cg4y167j3""}",BV1Cg4y167j3,"In the video, what did the sign on the stall that appeared after the ambulance arrived at the disaster relief site say?","[""Crisis Assistance Meal Station"", ""Relief Operations Feeding Area"", ""Civil Defense Food Distribution Tent"", ""Disaster Relief Catering Unit"", ""Air Defense Brigade Hot Food Supply Point"", ""Rescue Team Food Logistics Point"", ""Emergency Rations Support Hub"", ""Emergency Shelter Meal Center""]",Security & Health / Text Perception,E,E,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.13495877385139465,True,False,llm,llm_verifier_disagreement,route_112,X,0.67,"X has stronger confidence across top1_prob, prob_margin, logit_margin, and lower entropy; its wording also fits a specific stall sign better than Y.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.67,""reason"":""X has stronger confidence across top1_prob, prob_margin, logit_margin, and lower entropy; its wording also fits a specific stall sign better than Y.""}"
856,"{""choices"": ""[\""peach\"", \""cherry\"", \""plum\"", \""grape\"", \""strawberry\"", \""apple\"", \""watermelon\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, when the child is drinking water from the bottle, what kind of pattern appears on the cup?"", ""video_id"": ""BV1Cg4y167j3""}",BV1Cg4y167j3,"In the video, when the child is drinking water from the bottle, what kind of pattern appears on the cup?","[""peach"", ""cherry"", ""plum"", ""grape"", ""strawberry"", ""apple"", ""watermelon""]",Security & Health / 2D Spatial Perception,B,B,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.0,True,False,llm,llm_verifier_disagreement,route_112,Y,0.72,Y has clearly stronger confidence signals: higher top1/prob margin and lower entropy than X.,,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.72,""reason"":""Y has clearly stronger confidence signals: higher top1/prob margin and lower entropy than X.""}"
857,"{""choices"": ""[\""Cartoon turnip picture\"", \""Cartoon tomato picture\"", \""Cartoon radish picture\"", \""Cartoon carrot picture\"", \""Cartoon banana picture\"", \""Cartoon apple picture\"", \""Cartoon pumpkin picture\""]"", ""correct_choice"": ""D"", ""question"": ""In the video, when the child is holding the cup of water, what is the cartoon pattern on the cardboard box on the right side of the picture?"", ""video_id"": ""BV1Cg4y167j3""}",BV1Cg4y167j3,"In the video, when the child is holding the cup of water, what is the cartoon pattern on the cardboard box on the right side of the picture?","[""Cartoon turnip picture"", ""Cartoon tomato picture"", ""Cartoon radish picture"", ""Cartoon carrot picture"", ""Cartoon banana picture"", ""Cartoon apple picture"", ""Cartoon pumpkin picture""]",Security & Health / 2D Spatial Perception,D,C,D,0.0,1.0,route_224,prob_margin,0.4,lt,0.11770060658454895,True,False,llm,llm_verifier_disagreement,route_224,Y,0.62,Y has higher top1_prob and clear positive margins; X is essentially tied/uncertain.,,224,224,1.0,224,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""Y"",""confidence"":0.62,""reason"":""Y has higher top1_prob and clear positive margins; X is essentially tied/uncertain.""}"
873,"{""choices"": ""[\""2\"", \""1\"", \""3\"", \""10\"", \""5\"", \""0\""]"", ""correct_choice"": ""B"", ""question"": ""In the video, when the subtitle \""Thanks, Boss\"" appeared, how many numbers appeared above the king's head?"", ""video_id"": ""BV1Ci421h7rT""}",BV1Ci421h7rT,"In the video, when the subtitle ""Thanks, Boss"" appeared, how many numbers appeared above the king's head?","[""2"", ""1"", ""3"", ""10"", ""5"", ""0""]",Electonic/Social Gaming / Entity Perception,B,B,A,1.0,0.0,route_112,prob_margin,0.4,lt,0.058650463819503784,True,False,llm,llm_verifier_disagreement,route_112,X,0.62,"X has stronger confidence across top1_prob, margin, and lower entropy; Y is weaker and gated low-confidence.",,224,112,1.0,112,1.0,1.0,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs112_lb72_rs144/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-cgbench-confidence/full/fs224_lb18_rs36/1_0.csv,"{""choice"":""X"",""confidence"":0.62,""reason"":""X has stronger confidence across top1_prob, margin, and lower entropy; Y is weaker and gated low-confidence.""}"
