example_index,input_mode,model,video_id,question,choices,correct_choice,key,acc112,acc224,gold_label,raw_pred_label,pred_label,confidence,reason,parse_error,default_fs,routed_fs,routed_acc,source_112,source_224,raw_response
201,question_choices,gpt-5.4-mini,1_plotQA/movie101_111,Why did the man in the black coat enter the house of the woman in the white coat?,"[""To commit a robbery"", ""To investigate a suspect"", ""To rescue the woman"", ""To help the woman""]",B,"{""choices"": ""[\""To commit a robbery\"", \""To investigate a suspect\"", \""To rescue the woman\"", \""To help the woman\""]"", ""correct_choice"": ""B"", ""question"": ""Why did the man in the black coat enter the house of the woman in the white coat?"", ""video_id"": ""1_plotQA/movie101_111""}",1.0,1.0,tie,route_112,route_112,0.86,"The question asks about event intent and sequence in a scene, which benefits from wider temporal coverage.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about event intent and sequence in a scene, which benefits from wider temporal coverage.""}"
202,question_choices,gpt-5.4-mini,1_plotQA/movie101_111,Why did the man in the black coat leave after handing something to the speaker?,"[""There was a case he needed to handle"", ""He was preparing for the next speech"", ""He was in a hurry to go to the bathroom"", ""He went to get another item""]",A,"{""choices"": ""[\""There was a case he needed to handle\"", \""He was preparing for the next speech\"", \""He was in a hurry to go to the bathroom\"", \""He went to get another item\""]"", ""correct_choice"": ""A"", ""question"": ""Why did the man in the black coat leave after handing something to the speaker?"", ""video_id"": ""1_plotQA/movie101_111""}",1.0,1.0,tie,route_112,route_112,0.88,Requires understanding the sequence of actions and likely event context rather than fine visual detail.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.88,""reason"":""Requires understanding the sequence of actions and likely event context rather than fine visual detail.""}"
203,question_choices,gpt-5.4-mini,1_plotQA/movie101_111,Why did two people in white coats push a device onto the stage during the speech?,"[""There was an unexpected situation on the stage"", ""They pushed the device onto the stage on their own"", ""To allow the man to repair the device"", ""To assist the man in the black suit with his speech""]",D,"{""choices"": ""[\""There was an unexpected situation on the stage\"", \""They pushed the device onto the stage on their own\"", \""To allow the man to repair the device\"", \""To assist the man in the black suit with his speech\""]"", ""correct_choice"": ""D"", ""question"": ""Why did two people in white coats push a device onto the stage during the speech?"", ""video_id"": ""1_plotQA/movie101_111""}",1.0,1.0,tie,route_112,route_112,0.86,"Requires understanding event context and purpose during the speech, which depends on temporal sequence and surrounding actions.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Requires understanding event context and purpose during the speech, which depends on temporal sequence and surrounding actions.""}"
204,question_choices,gpt-5.4-mini,1_plotQA/movie101_112,How did the person lying in the bed in the camp get there?,"[""He was carried there"", ""He ran there"", ""He walked there"", ""He was brought to the camp by horse""]",D,"{""choices"": ""[\""He was carried there\"", \""He ran there\"", \""He walked there\"", \""He was brought to the camp by horse\""]"", ""correct_choice"": ""D"", ""question"": ""How did the person lying in the bed in the camp get there?"", ""video_id"": ""1_plotQA/movie101_112""}",0.0,0.0,tie,route_112,route_112,0.86,"Requires temporal/contextual understanding of how the person arrived, not fine visual detail.",,224,112,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Requires temporal/contextual understanding of how the person arrived, not fine visual detail.""}"
205,question_choices,gpt-5.4-mini,1_plotQA/movie101_112,What happened after the person with the yellow stripe arrived at the camp?,"[""He went to eat"", ""He went hunting"", ""He went to war"", ""He started a fight with the person holding the pipe""]",D,"{""choices"": ""[\""He went to eat\"", \""He went hunting\"", \""He went to war\"", \""He started a fight with the person holding the pipe\""]"", ""correct_choice"": ""D"", ""question"": ""What happened after the person with the yellow stripe arrived at the camp?"", ""video_id"": ""1_plotQA/movie101_112""}",1.0,0.0,route_112,route_112,route_112,0.86,"The question asks about an event after arrival, so temporal sequence and broader context matter more than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""The question asks about an event after arrival, so temporal sequence and broader context matter more than fine visual detail.""}"
206,question_choices,gpt-5.4-mini,1_plotQA/movie101_112,What is the final fate of the person holding the pipe?,"[""He was shot dead by an arrow"", ""He escaped"", ""He was captured"", ""He was killed by a sword""]",A,"{""choices"": ""[\""He was shot dead by an arrow\"", \""He escaped\"", \""He was captured\"", \""He was killed by a sword\""]"", ""correct_choice"": ""A"", ""question"": ""What is the final fate of the person holding the pipe?"", ""video_id"": ""1_plotQA/movie101_112""}",1.0,1.0,tie,route_112,route_112,0.86,"Asks about final fate of a person, likely requiring temporal/event sequence rather than fine visual detail.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Asks about final fate of a person, likely requiring temporal/event sequence rather than fine visual detail.""}"
207,question_choices,gpt-5.4-mini,1_plotQA/movie101_113,What does the man being treated see during his visit?,"[""A banana"", ""An apple"", ""A man and a woman having an argument"", ""A pineapple""]",C,"{""choices"": ""[\""A banana\"", \""An apple\"", \""A man and a woman having an argument\"", \""A pineapple\""]"", ""correct_choice"": ""C"", ""question"": ""What does the man being treated see during his visit?"", ""video_id"": ""1_plotQA/movie101_113""}",1.0,1.0,tie,route_224,route_224,0.78,"The question asks about a specific seen object/event during a visit, likely requiring finer visual detail to identify among similar choices.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.78,""reason"":""The question asks about a specific seen object/event during a visit, likely requiring finer visual detail to identify among similar choices.""}"
208,question_choices,gpt-5.4-mini,1_plotQA/movie101_113,What happens to the man after the argument with the woman?,"[""The man is drinking water"", ""The man is smoking"", ""The man is eating"", ""He commits suicide with a gun""]",D,"{""choices"": ""[\""The man is drinking water\"", \""The man is smoking\"", \""The man is eating\"", \""He commits suicide with a gun\""]"", ""correct_choice"": ""D"", ""question"": ""What happens to the man after the argument with the woman?"", ""video_id"": ""1_plotQA/movie101_113""}",1.0,1.0,tie,route_112,route_112,0.91,"Question asks about an event after an argument, so temporal context is most important.",,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.91,""reason"":""Question asks about an event after an argument, so temporal context is most important.""}"
209,question_choices,gpt-5.4-mini,1_plotQA/movie101_113,Why does the man lie on the chair?,"[""To receive treatment"", ""The man is thinking"", ""The man is stargazing"", ""The man is sleeping""]",A,"{""choices"": ""[\""To receive treatment\"", \""The man is thinking\"", \""The man is stargazing\"", \""The man is sleeping\""]"", ""correct_choice"": ""A"", ""question"": ""Why does the man lie on the chair?"", ""video_id"": ""1_plotQA/movie101_113""}",1.0,1.0,tie,route_112,route_112,0.86,Needs temporal/action context to infer the purpose of lying on the chair rather than fine visual detail.,,224,112,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs112"",""confidence"":0.86,""reason"":""Needs temporal/action context to infer the purpose of lying on the chair rather than fine visual detail.""}"
210,question_choices,gpt-5.4-mini,1_plotQA/movie101_12,What color is the incense burner in the video?,"[""White"", ""Black"", ""Yellow"", ""Blue""]",B,"{""choices"": ""[\""White\"", \""Black\"", \""Yellow\"", \""Blue\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the incense burner in the video?"", ""video_id"": ""1_plotQA/movie101_12""}",0.0,1.0,route_224,route_224,route_224,0.96,Requires fine visual color identification of a specific object.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""Requires fine visual color identification of a specific object.""}"
211,question_choices,gpt-5.4-mini,1_plotQA/movie101_12,What color of hat does the person chatting with the seated man in the video wear?,"[""White"", ""Blue"", ""Yellow"", ""Black""]",D,"{""choices"": ""[\""White\"", \""Blue\"", \""Yellow\"", \""Black\""]"", ""correct_choice"": ""D"", ""question"": ""What color of hat does the person chatting with the seated man in the video wear?"", ""video_id"": ""1_plotQA/movie101_12""}",1.0,1.0,tie,route_224,route_224,0.86,"Requires identifying a person’s hat color, a fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Requires identifying a person’s hat color, a fine visual detail.""}"
212,question_choices,gpt-5.4-mini,1_plotQA/movie101_12,What color of skirt does the woman who is doing the makeup in the video wear?,"[""Pink"", ""White"", ""Blue"", ""Yellow""]",A,"{""choices"": ""[\""Pink\"", \""White\"", \""Blue\"", \""Yellow\""]"", ""correct_choice"": ""A"", ""question"": ""What color of skirt does the woman who is doing the makeup in the video wear?"", ""video_id"": ""1_plotQA/movie101_12""}",1.0,1.0,tie,route_224,route_224,0.93,Requires fine visual detail about clothing color of a specific person.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Requires fine visual detail about clothing color of a specific person.""}"
213,question_choices,gpt-5.4-mini,1_plotQA/movie101_12,What color of top does the woman who is doing the makeup in the video wear?,"[""Yellow"", ""Blue"", ""Green"", ""White""]",B,"{""choices"": ""[\""Yellow\"", \""Blue\"", \""Green\"", \""White\""]"", ""correct_choice"": ""B"", ""question"": ""What color of top does the woman who is doing the makeup in the video wear?"", ""video_id"": ""1_plotQA/movie101_12""}",1.0,0.0,route_112,route_224,route_224,0.93,"Question asks about clothing color of a specific person, requiring fine visual detail.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Question asks about clothing color of a specific person, requiring fine visual detail.""}"
214,question_choices,gpt-5.4-mini,1_plotQA/movie101_13,What color is the box of money at the beginning of the video?,"[""Blue"", ""White"", ""Red"", ""Purple""]",C,"{""choices"": ""[\""Blue\"", \""White\"", \""Red\"", \""Purple\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the box of money at the beginning of the video?"", ""video_id"": ""1_plotQA/movie101_13""}",1.0,1.0,tie,route_224,route_224,0.93,"Asks for a specific color of an object at the beginning, so higher spatial detail is more useful.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks for a specific color of an object at the beginning, so higher spatial detail is more useful.""}"
215,question_choices,gpt-5.4-mini,1_plotQA/movie101_13,What color is the hat that the man in the video wears when conducting business at the bank?,"[""Green"", ""Purple"", ""Blue"", ""Black""]",D,"{""choices"": ""[\""Green\"", \""Purple\"", \""Blue\"", \""Black\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the hat that the man in the video wears when conducting business at the bank?"", ""video_id"": ""1_plotQA/movie101_13""}",1.0,1.0,tie,route_224,route_224,0.93,"Requires identifying a specific clothing color on a person, which needs finer visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Requires identifying a specific clothing color on a person, which needs finer visual detail.""}"
216,question_choices,gpt-5.4-mini,1_plotQA/movie101_13,What color is the top that the little boy who picks up the box in the video wearing?,"[""Green"", ""Purple"", ""Blue"", ""White""]",D,"{""choices"": ""[\""Green\"", \""Purple\"", \""Blue\"", \""White\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the top that the little boy who picks up the box in the video wearing?"", ""video_id"": ""1_plotQA/movie101_13""}",1.0,1.0,tie,route_224,route_224,0.93,"Asks about clothing color of a specific person, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks about clothing color of a specific person, which needs fine visual detail.""}"
217,question_choices,gpt-5.4-mini,1_plotQA/movie101_13,What color is the top that the little girl who picks up the box in the video wearing?,"[""Purple"", ""Black"", ""Red"", ""White""]",A,"{""choices"": ""[\""Purple\"", \""Black\"", \""Red\"", \""White\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the top that the little girl who picks up the box in the video wearing?"", ""video_id"": ""1_plotQA/movie101_13""}",0.0,1.0,route_224,route_224,route_224,0.92,"Asks about clothing color of a specific person, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.92,""reason"":""Asks about clothing color of a specific person, which needs fine visual detail.""}"
218,question_choices,gpt-5.4-mini,1_plotQA/movie101_14,What color are the pants worn by the woman standing at the door in the video?,"[""Red"", ""White"", ""Blue"", ""Green""]",B,"{""choices"": ""[\""Red\"", \""White\"", \""Blue\"", \""Green\""]"", ""correct_choice"": ""B"", ""question"": ""What color are the pants worn by the woman standing at the door in the video?"", ""video_id"": ""1_plotQA/movie101_14""}",1.0,1.0,tie,route_224,route_224,0.97,"Asks about clothing color, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.97,""reason"":""Asks about clothing color, which needs fine visual detail.""}"
219,question_choices,gpt-5.4-mini,1_plotQA/movie101_14,What color is the bag on the table in the video?,"[""Red"", ""White"", ""Blue"", ""Green""]",B,"{""choices"": ""[\""Red\"", \""White\"", \""Blue\"", \""Green\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the bag on the table in the video?"", ""video_id"": ""1_plotQA/movie101_14""}",1.0,0.0,route_112,route_224,route_224,0.98,"Asks for the color of a specific object, which needs finer visual detail.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.98,""reason"":""Asks for the color of a specific object, which needs finer visual detail.""}"
220,question_choices,gpt-5.4-mini,1_plotQA/movie101_14,What color is the long skirt worn by the girl in the video?,"[""Green"", ""White"", ""Blue"", ""Red""]",B,"{""choices"": ""[\""Green\"", \""White\"", \""Blue\"", \""Red\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the long skirt worn by the girl in the video?"", ""video_id"": ""1_plotQA/movie101_14""}",1.0,1.0,tie,route_224,route_224,0.96,Requires fine visual detail about clothing color.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""Requires fine visual detail about clothing color.""}"
221,question_choices,gpt-5.4-mini,1_plotQA/movie101_14,What color is the suit worn by the man holding a concert in the video?,"[""Blue"", ""Black"", ""Red"", ""Green""]",B,"{""choices"": ""[\""Blue\"", \""Black\"", \""Red\"", \""Green\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the suit worn by the man holding a concert in the video?"", ""video_id"": ""1_plotQA/movie101_14""}",1.0,1.0,tie,route_224,route_224,0.86,"Asks about the color of a person’s suit, which requires fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Asks about the color of a person’s suit, which requires fine visual detail.""}"
222,question_choices,gpt-5.4-mini,1_plotQA/movie101_15,What color is the animal that appears in the video?,"[""Brown"", ""Black"", ""White"", ""Green""]",A,"{""choices"": ""[\""Brown\"", \""Black\"", \""White\"", \""Green\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the animal that appears in the video?"", ""video_id"": ""1_plotQA/movie101_15""}",1.0,1.0,tie,route_224,route_224,0.93,"Asks for the animal’s color, a fine visual detail best handled by higher spatial resolution.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks for the animal’s color, a fine visual detail best handled by higher spatial resolution.""}"
223,question_choices,gpt-5.4-mini,1_plotQA/movie101_15,What color is the hair of the person who gets spit on by the llama in the video?,"[""Blue"", ""Green"", ""White"", ""Red""]",C,"{""choices"": ""[\""Blue\"", \""Green\"", \""White\"", \""Red\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the hair of the person who gets spit on by the llama in the video?"", ""video_id"": ""1_plotQA/movie101_15""}",1.0,1.0,tie,route_224,route_224,0.86,Needs fine visual detail about a person's hair color.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Needs fine visual detail about a person's hair color.""}"
224,question_choices,gpt-5.4-mini,1_plotQA/movie101_15,What color is the suit the girl is wearing at the end of the video?,"[""Black"", ""White"", ""Red"", ""Blue""]",B,"{""choices"": ""[\""Black\"", \""White\"", \""Red\"", \""Blue\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the suit the girl is wearing at the end of the video?"", ""video_id"": ""1_plotQA/movie101_15""}",1.0,0.0,route_112,route_224,route_224,0.97,"Asks about the color of clothing at the end, requiring fine visual detail.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.97,""reason"":""Asks about the color of clothing at the end, requiring fine visual detail.""}"
225,question_choices,gpt-5.4-mini,1_plotQA/movie101_15,What color is the table in the boys' dormitory in the video?,"[""Yellow"", ""Blue"", ""White"", ""Green""]",C,"{""choices"": ""[\""Yellow\"", \""Blue\"", \""White\"", \""Green\""]"", ""correct_choice"": ""C"", ""question"": ""What color is the table in the boys' dormitory in the video?"", ""video_id"": ""1_plotQA/movie101_15""}",1.0,1.0,tie,route_224,route_224,0.93,Requires fine visual detail about a specific object’s color.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Requires fine visual detail about a specific object’s color.""}"
226,question_choices,gpt-5.4-mini,1_plotQA/movie101_16,What color is the sweater worn by the man at the beginning of the video?,"[""Red"", ""Blue"", ""Yellow"", ""White""]",A,"{""choices"": ""[\""Red\"", \""Blue\"", \""Yellow\"", \""White\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the sweater worn by the man at the beginning of the video?"", ""video_id"": ""1_plotQA/movie101_16""}",1.0,1.0,tie,route_224,route_224,0.97,"Asks about a specific clothing color at the beginning, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.97,""reason"":""Asks about a specific clothing color at the beginning, which needs fine visual detail.""}"
227,question_choices,gpt-5.4-mini,1_plotQA/movie101_16,What color is the table in the scene where one person gives money to another at the end of the video?,"[""White"", ""Blue"", ""Green"", ""Yellow""]",B,"{""choices"": ""[\""White\"", \""Blue\"", \""Green\"", \""Yellow\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the table in the scene where one person gives money to another at the end of the video?"", ""video_id"": ""1_plotQA/movie101_16""}",1.0,1.0,tie,route_224,route_224,0.86,"Asks for the color of a specific table in a scene, which needs fine visual detail.",,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Asks for the color of a specific table in a scene, which needs fine visual detail.""}"
228,question_choices,gpt-5.4-mini,1_plotQA/movie101_16,What color is the water bottle on the table in the video?,"[""White"", ""Yellow"", ""Blue"", ""Green""]",D,"{""choices"": ""[\""White\"", \""Yellow\"", \""Blue\"", \""Green\""]"", ""correct_choice"": ""D"", ""question"": ""What color is the water bottle on the table in the video?"", ""video_id"": ""1_plotQA/movie101_16""}",0.0,0.0,tie,route_224,route_224,0.96,Requires fine visual detail and color identification of a small object.,,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.96,""reason"":""Requires fine visual detail and color identification of a small object.""}"
229,question_choices,gpt-5.4-mini,1_plotQA/movie101_16,What kind of animals are being kept in the video?,"[""Sheep"", ""Dog"", ""Cat"", ""Pig""]",A,"{""choices"": ""[\""Sheep\"", \""Dog\"", \""Cat\"", \""Pig\""]"", ""correct_choice"": ""A"", ""question"": ""What kind of animals are being kept in the video?"", ""video_id"": ""1_plotQA/movie101_16""}",1.0,1.0,tie,route_224,route_224,0.86,Animal identity requires finer visual detail.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.86,""reason"":""Animal identity requires finer visual detail.""}"
230,question_choices,gpt-5.4-mini,1_plotQA/movie101_17,What color is the clothes of the bald man sitting in the sedan in the video?,"[""Green"", ""White"", ""Blue"", ""Red""]",B,"{""choices"": ""[\""Green\"", \""White\"", \""Blue\"", \""Red\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the clothes of the bald man sitting in the sedan in the video?"", ""video_id"": ""1_plotQA/movie101_17""}",1.0,1.0,tie,route_224,route_224,0.93,Needs fine visual detail to identify the bald man’s clothing color.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Needs fine visual detail to identify the bald man’s clothing color.""}"
231,question_choices,gpt-5.4-mini,1_plotQA/movie101_17,What color is the clothes of the man who enters the door at the beginning of the video?,"[""White"", ""Red"", ""Green"", ""Blue""]",B,"{""choices"": ""[\""White\"", \""Red\"", \""Green\"", \""Blue\""]"", ""correct_choice"": ""B"", ""question"": ""What color is the clothes of the man who enters the door at the beginning of the video?"", ""video_id"": ""1_plotQA/movie101_17""}",0.0,0.0,tie,route_224,route_224,0.93,"Asks about clothing color of a specific person, requiring fine visual detail.",,224,224,0.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Asks about clothing color of a specific person, requiring fine visual detail.""}"
232,question_choices,gpt-5.4-mini,1_plotQA/movie101_17,What color is the hat of the person interacting with the man in white in the video?,"[""Black"", ""Blue"", ""Red"", ""Green""]",A,"{""choices"": ""[\""Black\"", \""Blue\"", \""Red\"", \""Green\""]"", ""correct_choice"": ""A"", ""question"": ""What color is the hat of the person interacting with the man in white in the video?"", ""video_id"": ""1_plotQA/movie101_17""}",1.0,1.0,tie,route_224,route_224,0.93,Needs fine visual detail about a person's hat color.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.93,""reason"":""Needs fine visual detail about a person's hat color.""}"
233,question_choices,gpt-5.4-mini,1_plotQA/movie101_17,What is the musical instrument that the man takes out from the secret room in the video?,"[""Erhu"", ""Flute"", ""Pipa"", ""Piano""]",C,"{""choices"": ""[\""Erhu\"", \""Flute\"", \""Pipa\"", \""Piano\""]"", ""correct_choice"": ""C"", ""question"": ""What is the musical instrument that the man takes out from the secret room in the video?"", ""video_id"": ""1_plotQA/movie101_17""}",1.0,1.0,tie,route_224,route_224,0.88,Identifying a specific musical instrument requires fine visual detail.,,224,224,1.0,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs112_lb72_rs144_front/1_0.csv,/mnt/ssd1/mwnoh/var-resolution-mlvu/fs224_lb18_rs36_front/1_0.csv,"{""route"":""fs224"",""confidence"":0.88,""reason"":""Identifying a specific musical instrument requires fine visual detail.""}"
